# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413394888.10550 0.076079 0.000831 0.250445 0.591258 -0.577013 0.390921 0.405772 0.0003508549 0.0000112199 -0.0001330676 0.0000066326 -0.0000039971 0.0000564175 0.0025472908 -0.0000028383 0.0000074409 0.0025480168 0.0000098611 0.0025713064
1413394888.15521 0.085711 -0.008496 0.269462 0.589598 -0.574592 0.394200 0.408442 0.0003522194 0.0000108505 -0.0001312148 0.0000063890 -0.0000038462 0.0000546915 0.0025465559 -0.0000030404 0.0000073265 0.0025473742 0.0000082494 0.0025699736
1413394888.20541 0.093788 -0.019620 0.286955 0.588472 -0.572213 0.396713 0.410964 0.0003538892 0.0000112828 -0.0001289893 0.0000061363 -0.0000039848 0.0000527171 0.0025461087 -0.0000028780 0.0000078011 0.0025476168 0.0000071016 0.0025701532
1413394888.25532 0.103468 -0.032701 0.304837 0.587888 -0.570832 0.398407 0.412081 0.0003550616 0.0000111896 -0.0001273871 0.0000059883 -0.0000039099 0.0000513330 0.0025460038 -0.0000027227 0.0000084508 0.0025478655 0.0000058325 0.0025708165
1413394888.30550 0.111494 -0.046114 0.320851 0.589523 -0.569518 0.397509 0.412430 0.0003543464 0.0000126259 -0.0001277926 0.0000058628 -0.0000044874 0.0000516732 0.0025450843 -0.0000020366 0.0000089580 0.0025483305 0.0000046926 0.0025714091
1413394888.35573 0.120972 -0.059723 0.338433 0.589800 -0.569545 0.398241 0.411289 0.0003540679 0.0000120190 -0.0001280150 0.0000056979 -0.0000042986 0.0000518306 0.0025452719 -0.0000014472 0.0000098241 0.0025488525 0.0000035211 0.0025727696
1413394888.40590 0.130978 -0.074633 0.355206 0.591222 -0.569843 0.396780 0.410246 0.0003528233 0.0000124463 -0.0001292893 0.0000056125 -0.0000045391 0.0000528958 0.0025456296 -0.0000006734 0.0000106789 0.0025496129 0.0000023886 0.0025741954
1413394888.45609 0.141467 -0.089890 0.370825 0.592103 -0.570164 0.396428 0.408866 0.0003519084 0.0000122132 -0.0001302601 0.0000054956 -0.0000045187 0.0000537048 0.0025462408 0.0000003287 0.0000113890 0.0025505727 0.0000012697 0.0025755835
1413394888.50614 0.152365 -0.105577 0.386425 0.592360 -0.571889 0.396592 0.405915 0.0003507092 0.0000104233 -0.0001316855 0.0000052819 -0.0000039266 0.0000549102 0.0025470690 0.0000015273 0.0000119584 0.0025516145 0.0000001586 0.0025763643
1413394888.55616 0.164090 -0.122499 0.400190 0.592026 -0.573839 0.397265 0.402982 0.0003497598 0.0000080887 -0.0001328351 0.0000050721 -0.0000030953 0.0000558928 0.0025480572 0.0000028944 0.0000121384 0.0025527482 -0.0000010153 0.0025760049
1413394888.60618 0.176734 -0.140540 0.409706 0.592084 -0.575342 0.397826 0.400191 0.0003487713 0.0000061689 -0.0001339657 0.0000049220 -0.0000024007 0.0000568866 0.0025492848 0.0000045414 0.0000119696 0.0025540973 -0.0000021813 0.0025745227
1413394888.65620 0.189078 -0.159241 0.413497 0.591213 -0.576020 0.399578 0.398755 0.0003488840 0.0000043747 -0.0001338624 0.0000048074 -0.0000017150 0.0000567627 0.0025507621 0.0000065190 0.0000115707 0.0025556793 -0.0000031780 0.0025719565
1413394888.70613 0.201350 -0.178692 0.414912 0.589462 -0.574866 0.402637 0.399933 0.0003507581 0.0000034039 -0.0001317771 0.0000047345 -0.0000013206 0.0000548582 0.0025526418 0.0000087883 0.0000108035 0.0025573136 -0.0000039093 0.0025681558
1413394888.75609 0.214246 -0.198852 0.415259 0.586274 -0.574649 0.407810 0.399691 0.0003530328 0.0000001766 -0.0001291796 0.0000046644 -0.0000000924 0.0000525660 0.0025547199 0.0000112563 0.0000099630 0.0025589246 -0.0000046542 0.0025637569
1413394888.80602 0.227308 -0.221259 0.416467 0.582112 -0.573605 0.413852 0.401061 0.0003562883 -0.0000028089 -0.0001252265 0.0000046598 0.0000009802 0.0000492486 0.0025576121 0.0000139706 0.0000094785 0.0025608621 -0.0000053450 0.0025606023
1413394888.85599 0.240451 -0.243894 0.419096 0.579210 -0.573107 0.418523 0.401127 0.0003582863 -0.0000054773 -0.0001226225 0.0000047079 0.0000018890 0.0000471599 0.0025612692 0.0000170591 0.0000091115 0.0025630636 -0.0000059794 0.0025584233
1413394888.90596 0.253453 -0.266775 0.422753 0.576260 -0.572640 0.423249 0.401084 0.0003601711 -0.0000083034 -0.0001200179 0.0000048099 0.0000028038 0.0000451494 0.0025655682 0.0000203564 0.0000090570 0.0025654669 -0.0000066545 0.0025572326
1413394888.95594 0.265741 -0.289723 0.426423 0.573748 -0.572649 0.427085 0.400605 0.0003614487 -0.0000109612 -0.0001180991 0.0000049492 0.0000036405 0.0000437147 0.0025703066 0.0000237836 0.0000090882 0.0025680071 -0.0000073708 0.0025564198
1413394889.00587 0.277587 -0.311835 0.432397 0.572751 -0.572354 0.429156 0.400239 0.0003621133 -0.0000121784 -0.0001170731 0.0000050218 0.0000040114 0.0000429545 0.0025754559 0.0000273126 0.0000091090 0.0025704495 -0.0000078885 0.0025554110
1413394889.05585 0.288757 -0.332662 0.437058 0.570999 -0.571906 0.431797 0.400543 0.0003631880 -0.0000136858 -0.0001154253 0.0000051303 0.0000044353 0.0000417595 0.0025808675 0.0000307760 0.0000092406 0.0025729807 -0.0000085453 0.0025551440
1413394889.10585 0.299151 -0.354153 0.442046 0.569814 -0.572323 0.433441 0.399859 0.0003635050 -0.0000152034 -0.0001147962 0.0000052562 0.0000048958 0.0000413087 0.0025863831 0.0000342415 0.0000093821 0.0025756860 -0.0000092343 0.0025551454
1413394889.15588 0.308897 -0.375327 0.448611 0.570355 -0.570691 0.433287 0.401583 0.0003642483 -0.0000137135 -0.0001139404 0.0000051356 0.0000043760 0.0000406716 0.0025924149 0.0000377636 0.0000094731 0.0025782804 -0.0000098133 0.0025550568
1413394889.20575 0.322649 -0.396989 0.461048 0.570205 -0.566907 0.433484 0.406908 0.0003666136 -0.0000106506 -0.0001108260 0.0000049057 0.0000032967 0.0000384613 0.0025979340 0.0000411516 0.0000093142 0.0025804522 -0.0000100433 0.0025540062
1413394889.25564 0.331603 -0.416766 0.471667 0.566006 -0.560611 0.439092 0.415392 0.0003719554 -0.0000084946 -0.0001026587 0.0000047909 0.0000024059 0.0000332065 0.0026047385 0.0000455353 0.0000095170 0.0025844241 -0.0000108201 0.0025539488
1413394889.30555 0.339857 -0.434397 0.483343 0.559427 -0.551502 0.447668 0.427177 0.0003790025 -0.0000061478 -0.0000901843 0.0000047066 0.0000015086 0.0000262427 0.0026113673 0.0000489754 0.0000097585 0.0025873125 -0.0000117547 0.0025540059
1413394889.35549 0.346799 -0.450160 0.496454 0.549878 -0.539017 0.459585 0.442580 0.0003871285 -0.0000033629 -0.0000722809 0.0000046453 0.0000006569 0.0000181841 0.0026172780 0.0000520345 0.0000099423 0.0025901732 -0.0000126613 0.0025537615
1413394889.40558 0.353659 -0.462006 0.506812 0.538711 -0.527245 0.472976 0.456176 0.0003934017 -0.0000027495 -0.0000535949 0.0000046442 0.0000003949 0.0000119155 0.0026220829 0.0000545537 0.0000100827 0.0025928339 -0.0000134974 0.0025532094
1413394889.45568 0.359777 -0.469832 0.521342 0.528827 -0.515263 0.483609 0.470072 0.0003975952 -0.0000004091 -0.0000355360 0.0000046275 0.0000000432 0.0000077445 0.0026251862 0.0000563722 0.0000100691 0.0025953299 -0.0000142914 0.0025525307
1413394889.50588 0.365218 -0.471468 0.533862 0.523950 -0.509130 0.488825 0.476773 0.0003990191 0.0000008136 -0.0000266026 0.0000046309 -0.0000000609 0.0000063288 0.0026264818 0.0000574081 0.0000099302 0.0025979706 -0.0000150343 0.0025521709
1413394889.55593 0.371747 -0.467691 0.545562 0.528012 -0.510755 0.483439 0.476046 0.0003983053 0.0000035300 -0.0000312670 0.0000046589 -0.0000003014 0.0000070133 0.0026249733 0.0000577032 0.0000092464 0.0026003372 -0.0000152770 0.0025511557
1413394889.60600 0.377501 -0.457793 0.555023 0.538249 -0.521560 0.471726 0.464475 0.0003947807 0.0000031634 -0.0000484907 0.0000046446 -0.0000004272 0.0000105578 0.0026213698 0.0000576249 0.0000081991 0.0026027108 -0.0000147478 0.0025494940
1413394889.65604 0.383919 -0.443093 0.563354 0.551903 -0.535157 0.454668 0.449764 0.0003877034 0.0000038073 -0.0000708200 0.0000046328 -0.0000007532 0.0000176207 0.0026154466 0.0000570330 0.0000068955 0.0026039341 -0.0000133614 0.0025469856
1413394889.70606 0.389915 -0.423912 0.571165 0.566317 -0.550326 0.435627 0.432036 0.0003766367 0.0000037780 -0.0000948001 0.0000046065 -0.0000010268 0.0000286839 0.0026086760 0.0000559404 0.0000058970 0.0026051717 -0.0000119754 0.0025448007
1413394889.75606 0.394584 -0.401583 0.578830 0.580913 -0.565176 0.414841 0.413550 0.0003617644 0.0000044277 -0.0001180444 0.0000046108 -0.0000015386 0.0000435390 0.0026014240 0.0000540025 0.0000053595 0.0026067088 -0.0000112415 0.0025434141
1413394889.80602 0.400611 -0.379758 0.587624 0.593022 -0.579033 0.396436 0.394821 0.0003454183 0.0000034040 -0.0001373742 0.0000045813 -0.0000014553 0.0000598905 0.0025943359 0.0000514684 0.0000051403 0.0026078982 -0.0000106791 0.0025418058
1413394889.85594 0.406265 -0.357032 0.596579 0.602638 -0.590507 0.380662 0.378452 0.0003296113 0.0000023830 -0.0001521197 0.0000045693 -0.0000012027 0.0000757201 0.0025887767 0.0000492269 0.0000050567 0.0026100918 -0.0000105484 0.0025409171
1413394889.90590 0.411856 -0.338829 0.607570 0.610357 -0.600732 0.366289 0.363893 0.0003144345 0.0000015026 -0.0001636076 0.0000045693 -0.0000008850 0.0000909117 0.0025835377 0.0000468703 0.0000049798 0.0026122911 -0.0000105224 0.0025401250
1413394889.95588 0.417121 -0.324154 0.616795 0.615887 -0.609489 0.355367 0.350600 0.0003011425 -0.0000003866 -0.0001719491 0.0000045774 0.0000001296 0.0001042297 0.0025802538 0.0000454337 0.0000049189 0.0026148948 -0.0000106244 0.0025398118
1413394890.00586 0.422706 -0.314287 0.623647 0.621464 -0.616395 0.343810 0.340051 0.0002885567 -0.0000003571 -0.0001785741 0.0000045923 0.0000001275 0.0001168305 0.0025780866 0.0000445595 0.0000049074 0.0026172108 -0.0000107040 0.0025395426
1413394890.05589 0.427823 -0.309833 0.629158 0.625930 -0.622315 0.334357 0.330366 0.0002774093 -0.0000007721 -0.0001835225 0.0000046050 0.0000004209 0.0001279864 0.0025772392 0.0000447495 0.0000049520 0.0026196846 -0.0000107289 0.0025392538
1413394890.10593 0.433529 -0.311455 0.631261 0.626849 -0.627726 0.330074 0.322602 0.0002702052 -0.0000032117 -0.0001862715 0.0000046482 0.0000021537 0.0001351559 0.0025774713 0.0000459617 0.0000050342 0.0026219913 -0.0000107874 0.0025390187
1413394890.15587 0.440166 -0.319846 0.632265 0.623252 -0.628922 0.334406 0.322779 0.0002728322 -0.0000059934 -0.0001852386 0.0000047455 0.0000040460 0.0001324374 0.0025790100 0.0000487359 0.0000052063 0.0026242054 -0.0000107228 0.0025388009
1413394890.20582 0.444414 -0.334540 0.635026 0.616143 -0.624329 0.346572 0.332369 0.0002855492 -0.0000076927 -0.0001798566 0.0000048013 0.0000048323 0.0001196414 0.0025822896 0.0000531542 0.0000054708 0.0026259196 -0.0000104584 0.0025385853
1413394890.25578 0.449955 -0.358355 0.636589 0.604468 -0.619093 0.365117 0.343559 0.0003024028 -0.0000126710 -0.0001708095 0.0000051346 0.0000071796 0.0001024742 0.0025874911 0.0000583183 0.0000055621 0.0026274371 -0.0000104284 0.0025387019
1413394890.30574 0.454253 -0.387401 0.635717 0.591590 -0.611617 0.385297 0.357060 0.0003204278 -0.0000173171 -0.0001585032 0.0000055406 0.0000086069 0.0000840538 0.0025954431 0.0000651129 0.0000056888 0.0026289159 -0.0000102743 0.0025388135
1413394890.35576 0.458120 -0.425598 0.634570 0.577489 -0.602555 0.406369 0.371885 0.0003383838 -0.0000220002 -0.0001427776 0.0000058345 0.0000093445 0.0000655633 0.0026022054 0.0000710276 0.0000057907 0.0026241516 -0.0000073828 0.0025374421
1413394890.40582 0.459513 -0.460474 0.629285 0.562644 -0.592304 0.427913 0.386650 0.0003543627 -0.0000268075 -0.0001247549 0.0000064136 0.0000094974 0.0000489961 0.0026159055 0.0000789725 0.0000057156 0.0026242063 -0.0000072599 0.0025374862
1413394890.45583 0.458907 -0.495988 0.624043 0.549997 -0.580620 0.446227 0.401578 0.0003677220 -0.0000289757 -0.0001059141 0.0000066782 0.0000083846 0.0000353976 0.0026295018 0.0000856601 0.0000058029 0.0026240561 -0.0000074345 0.0025377939
1413394890.50586 0.456293 -0.528467 0.617484 0.537285 -0.567821 0.463808 0.416878 0.0003788822 -0.0000303067 -0.0000856533 0.0000068228 0.0000068668 0.0000241100 0.0026435617 0.0000916423 0.0000058584 0.0026232983 -0.0000075877 0.0025380140
1413394890.55590 0.452544 -0.557608 0.610004 0.526633 -0.555334 0.477319 0.431773 0.0003869831 -0.0000293893 -0.0000669035 0.0000066216 0.0000050735 0.0000162138 0.0026563470 0.0000961641 0.0000057712 0.0026218217 -0.0000076587 0.0025379890
1413394890.60594 0.445978 -0.582561 0.601859 0.519918 -0.543974 0.486734 0.443697 0.0003921263 -0.0000267126 -0.0000520459 0.0000062015 0.0000035167 0.0000114974 0.0026678833 0.0000996768 0.0000056730 0.0026203311 -0.0000077998 0.0025379577
1413394890.65599 0.437508 -0.601907 0.593545 0.516772 -0.533108 0.491302 0.455373 0.0003956428 -0.0000209508 -0.0000405304 0.0000054726 0.0000020977 0.0000087035 0.0026773894 0.0001014373 0.0000054647 0.0026176546 -0.0000078731 0.0025376805
1413394890.70605 0.427306 -0.613527 0.585072 0.514441 -0.524808 0.494595 0.464008 0.0003976887 -0.0000165092 -0.0000319240 0.0000050306 0.0000012644 0.0000070876 0.0026840253 0.0001015847 0.0000051547 0.0026143785 -0.0000079056 0.0025372165
1413394890.75612 0.415860 -0.618703 0.576094 0.516916 -0.520850 0.492881 0.467527 0.0003982331 -0.0000118986 -0.0000307017 0.0000046821 0.0000008500 0.0000068807 0.0026865609 0.0000998821 0.0000047864 0.0026107256 -0.0000078514 0.0025366846
1413394890.80621 0.404996 -0.616719 0.566477 0.527198 -0.523804 0.481537 0.464557 0.0003965137 -0.0000058867 -0.0000415164 0.0000043904 0.0000005470 0.0000088734 0.0026856958 0.0000965874 0.0000044282 0.0026064222 -0.0000078249 0.0025361650
1413394890.85623 0.393585 -0.609560 0.557465 0.540127 -0.534084 0.467656 0.452012 0.0003915034 -0.0000043794 -0.0000604990 0.0000043310 0.0000006124 0.0000139210 0.0026818187 0.0000926207 0.0000041513 0.0026023877 -0.0000078662 0.0025357743
1413394890.90624 0.381043 -0.598498 0.549355 0.555594 -0.546877 0.449687 0.435916 0.0003825190 -0.0000028121 -0.0000835993 0.0000042997 0.0000005534 0.0000229527 0.0026764597 0.0000880137 0.0000039419 0.0025992117 -0.0000080480 0.0025357569
1413394890.95625 0.368530 -0.584355 0.541378 0.571941 -0.560782 0.428941 0.417634 0.0003691652 -0.0000012273 -0.0001078148 0.0000042751 0.0000002973 0.0000363327 0.0026698959 0.0000828941 0.0000036541 0.0025957118 -0.0000082728 0.0025356621
1413394891.00626 0.355839 -0.567523 0.532934 0.587748 -0.574169 0.406856 0.399187 0.0003522380 0.0000007662 -0.0001302971 0.0000042648 -0.0000003488 0.0000532720 0.0026629391 0.0000778446 0.0000034282 0.0025923394 -0.0000084605 0.0025355894
1413394891.05627 0.344181 -0.550134 0.525334 0.600499 -0.585791 0.387888 0.381829 0.0003350097 0.0000014740 -0.0001477649 0.0000042652 -0.0000007142 0.0000705106 0.0026559542 0.0000727374 0.0000032504 0.0025890263 -0.0000085984 0.0025355297
1413394891.10627 0.332406 -0.537495 0.519495 0.611274 -0.594612 0.370815 0.367799 0.0003190476 0.0000031043 -0.0001606208 0.0000042941 -0.0000016366 0.0000864669 0.0026497371 0.0000682560 0.0000030773 0.0025866347 -0.0000087617 0.0025354652
1413394891.15628 0.321196 -0.529253 0.514563 0.618464 -0.602419 0.358189 0.355379 0.0003054608 0.0000028121 -0.0001696487 0.0000042959 -0.0000016318 0.0001000734 0.0026461862 0.0000647107 0.0000029308 0.0025844095 -0.0000088881 0.0025353299
1413394891.20628 0.308522 -0.523700 0.508359 0.624186 -0.607447 0.348248 0.346589 0.0002947567 0.0000032683 -0.0001756840 0.0000043018 -0.0000020170 0.0001107713 0.0026443423 0.0000620817 0.0000027759 0.0025821641 -0.0000088065 0.0025350222
1413394891.25629 0.298861 -0.525914 0.503947 0.628737 -0.610495 0.340207 0.340946 0.0002870046 0.0000044737 -0.0001795153 0.0000043375 -0.0000028777 0.0001185005 0.0026443784 0.0000596487 0.0000027005 0.0025798162 -0.0000088300 0.0025347753
1413394891.30626 0.290644 -0.534795 0.498338 0.630622 -0.611947 0.336550 0.338483 0.0002834500 0.0000048509 -0.0001811375 0.0000043392 -0.0000031762 0.0001220353 0.0026478558 0.0000586883 0.0000027019 0.0025774148 -0.0000088459 0.0025343749
1413394891.35628 0.282325 -0.550556 0.496192 0.631333 -0.610310 0.335975 0.340678 0.0002843576 0.0000066627 -0.0001806847 0.0000044089 -0.0000043269 0.0001210635 0.0026544915 0.0000589851 0.0000026924 0.0025761588 -0.0000088391 0.0025341846
1413394891.40628 0.274237 -0.573111 0.496197 0.628882 -0.603997 0.341555 0.350763 0.0002932617 0.0000096498 -0.0001762700 0.0000045657 -0.0000059179 0.0001120052 0.0026644514 0.0000599114 0.0000027047 0.0025748979 -0.0000088034 0.0025340417
1413394891.45628 0.266808 -0.600563 0.496984 0.623375 -0.597631 0.351779 0.361236 0.0003049186 0.0000103017 -0.0001697592 0.0000045893 -0.0000058536 0.0001003284 0.0026773944 0.0000615010 0.0000027254 0.0025738488 -0.0000087904 0.0025339503
1413394891.50627 0.262208 -0.633409 0.498198 0.617456 -0.589201 0.362615 0.374300 0.0003179716 0.0000122151 -0.0001610589 0.0000046620 -0.0000063149 0.0000871419 0.0026921491 0.0000627872 0.0000027480 0.0025702763 -0.0000082201 0.0025336302
1413394891.55625 0.254775 -0.674069 0.501216 0.610326 -0.581650 0.374429 0.385990 0.0003303508 0.0000127462 -0.0001513894 0.0000046437 -0.0000059737 0.0000747112 0.0027093820 0.0000654792 0.0000029404 0.0025681622 -0.0000078705 0.0025334419
1413394891.60622 0.248588 -0.716248 0.502858 0.605892 -0.573135 0.382524 0.397601 0.0003399249 0.0000156461 -0.0001424771 0.0000048511 -0.0000067073 0.0000648856 0.0027324369 0.0000680075 0.0000029798 0.0025662216 -0.0000076498 0.0025332997
1413394891.65623 0.244522 -0.754351 0.504527 0.601877 -0.566869 0.389805 0.405530 0.0003467610 0.0000169408 -0.0001354163 0.0000049512 -0.0000067724 0.0000579399 0.0027580809 0.0000709455 0.0000028525 0.0025649518 -0.0000076672 0.0025332087
1413394891.70623 0.241432 -0.795232 0.506027 0.598996 -0.561748 0.394738 0.412098 0.0003519018 0.0000185799 -0.0001295262 0.0000051007 -0.0000070058 0.0000526542 0.0027821106 0.0000738731 0.0000027846 0.0025648691 -0.0000077996 0.0025332411
1413394891.75623 0.239400 -0.835839 0.507923 0.596940 -0.558448 0.398505 0.415924 0.0003552320 0.0000191339 -0.0001255281 0.0000051426 -0.0000069356 0.0000492872 0.0028089969 0.0000773547 0.0000027499 0.0025651157 -0.0000079674 0.0025333035
1413394891.80620 0.238067 -0.876953 0.510938 0.596432 -0.556264 0.400421 0.417735 0.0003569128 0.0000196625 -0.0001233958 0.0000051778 -0.0000069858 0.0000475574 0.0028365822 0.0000810592 0.0000027479 0.0025655395 -0.0000081193 0.0025333558
1413394891.85620 0.238378 -0.918306 0.518458 0.593603 -0.551305 0.405119 0.423766 0.0003612454 0.0000211495 -0.0001175465 0.0000053258 -0.0000070799 0.0000430803 0.0028660932 0.0000850877 0.0000027436 0.0025662719 -0.0000083133 0.0025335117
1413394891.90619 0.240250 -0.959671 0.530191 0.589221 -0.544195 0.412401 0.431967 0.0003672056 0.0000228166 -0.0001087443 0.0000055026 -0.0000069595 0.0000369521 0.0028966193 0.0000898244 0.0000027688 0.0025674677 -0.0000084990 0.0025337366
1413394891.95618 0.243459 -0.999227 0.545078 0.583487 -0.536836 0.421077 0.440505 0.0003734959 0.0000236401 -0.0000984114 0.0000055779 -0.0000064314 0.0000305931 0.0029283430 0.0000952126 0.0000028147 0.0025688993 -0.0000086820 0.0025340366
1413394892.00617 0.247881 -1.037394 0.561242 0.578975 -0.530026 0.427953 0.448015 0.0003782449 0.0000249489 -0.0000893465 0.0000057197 -0.0000060995 0.0000256935 0.0029589721 0.0001008079 0.0000029065 0.0025703505 -0.0000087874 0.0025343398
1413394892.05615 0.254891 -1.073119 0.578609 0.575904 -0.523354 0.435173 0.452836 0.0003818634 0.0000255032 -0.0000817165 0.0000057745 -0.0000056583 0.0000220212 0.0029891625 0.0001069823 0.0000030172 0.0025721357 -0.0000089010 0.0025347371
1413394892.10615 0.263325 -1.106331 0.595896 0.574631 -0.516700 0.441851 0.455617 0.0003845277 0.0000259620 -0.0000754866 0.0000058219 -0.0000052893 0.0000193122 0.0030176719 0.0001139603 0.0000031317 0.0025743934 -0.0000090477 0.0025352082
1413394892.15613 0.273829 -1.135747 0.613003 0.576748 -0.510118 0.446862 0.455473 0.0003857174 0.0000268955 -0.0000722616 0.0000059415 -0.0000052234 0.0000180071 0.0030443958 0.0001215590 0.0000032471 0.0025770191 -0.0000092465 0.0025357448
1413394892.20610 0.284950 -1.163612 0.630414 0.581832 -0.503236 0.451013 0.452561 0.0003859420 0.0000280344 -0.0000712997 0.0000060929 -0.0000053558 0.0000176203 0.0030685141 0.0001297485 0.0000033576 0.0025798083 -0.0000094739 0.0025363197
1413394892.25609 0.298097 -1.188789 0.647353 0.587813 -0.495789 0.456019 0.448013 0.0003859394 0.0000288636 -0.0000710233 0.0000062070 -0.0000054803 0.0000175019 0.0030922887 0.0001383180 0.0000034232 0.0025830462 -0.0000098772 0.0025369536
1413394892.30609 0.312427 -1.210475 0.661587 0.594134 -0.488547 0.461682 0.441788 0.0003858746 0.0000286550 -0.0000713231 0.0000061644 -0.0000054539 0.0000175996 0.0031136347 0.0001475890 0.0000034822 0.0025869738 -0.0000103671 0.0025375786
