# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403636897.99977 -0.026072 0.062463 0.049174 0.622473 -0.547311 0.417123 0.372810 0.0003553401 0.0000047948 -0.0001352671 0.0000081364 -0.0000001678 0.0000632521 0.0025409562 -0.0000158947 -0.0000008853 0.0025579095 0.0000123979 0.0025285063
1403636898.04949 -0.030441 0.064925 0.058679 0.620933 -0.544553 0.421404 0.374596 0.0003549733 0.0000030377 -0.0001328790 0.0000069276 -0.0000000065 0.0000588977 0.0025385665 -0.0000140680 -0.0000005656 0.0025557083 0.0000122343 0.0025278407
1403636898.09942 -0.035325 0.068115 0.065619 0.619664 -0.542491 0.425812 0.374705 0.0003565169 0.0000017903 -0.0001302927 0.0000069729 0.0000004879 0.0000569502 0.0025375388 -0.0000134719 -0.0000005985 0.0025549265 0.0000124649 0.0025277272
1403636898.14978 -0.039561 0.069405 0.071734 0.619134 -0.541136 0.427728 0.375359 0.0003568357 0.0000002705 -0.0001287752 0.0000066353 0.0000006622 0.0000553877 0.0025363452 -0.0000125561 -0.0000008883 0.0025536853 0.0000127946 0.0025275766
1403636898.20016 -0.043559 0.069834 0.077368 0.618954 -0.539531 0.430164 0.375181 0.0003575290 0.0000003136 -0.0001276569 0.0000067229 0.0000006790 0.0000547700 0.0025355182 -0.0000119812 -0.0000011633 0.0025527425 0.0000131397 0.0025275562
1403636898.25037 -0.047049 0.069338 0.082824 0.619666 -0.538173 0.431728 0.374158 0.0003577443 -0.0000000100 -0.0001271956 0.0000067308 0.0000007881 0.0000544258 0.0025335313 -0.0000099969 -0.0000009803 0.0025501210 0.0000128931 0.0025273528
1403636898.30050 -0.051765 0.069100 0.089468 0.620389 -0.537164 0.432737 0.373243 0.0003580045 -0.0000006167 -0.0001268230 0.0000068652 0.0000010840 0.0000543026 0.0025332571 -0.0000094687 -0.0000014058 0.0025490165 0.0000132775 0.0025275612
1403636898.35046 -0.059141 0.065572 0.097001 0.621738 -0.536229 0.434711 0.370037 0.0003568717 -0.0000007056 -0.0001276032 0.0000068529 0.0000012455 0.0000539866 0.0025321567 -0.0000078125 -0.0000008989 0.0025446376 0.0000114858 0.0025260201
1403636898.40046 -0.063751 0.063610 0.105990 0.622684 -0.535016 0.435888 0.368815 0.0003569307 -0.0000027302 -0.0001276238 0.0000070554 0.0000020529 0.0000541079 0.0025322099 -0.0000072409 -0.0000011383 0.0025434857 0.0000114250 0.0025260425
1403636898.45062 -0.068307 0.061441 0.115611 0.623924 -0.534196 0.436498 0.367182 0.0003567548 -0.0000032059 -0.0001279461 0.0000072310 0.0000022829 0.0000544169 0.0025327296 -0.0000067401 -0.0000013646 0.0025421448 0.0000113040 0.0025261962
1403636898.50062 -0.072960 0.058595 0.125711 0.624885 -0.533546 0.437466 0.365337 0.0003565829 -0.0000040007 -0.0001282923 0.0000074484 0.0000026119 0.0000547379 0.0025336561 -0.0000062851 -0.0000015642 0.0025408962 0.0000110780 0.0025265208
1403636898.55066 -0.076837 0.055578 0.136033 0.625662 -0.532799 0.437897 0.364579 0.0003566462 -0.0000044524 -0.0001283061 0.0000075870 0.0000027635 0.0000546299 0.0025348331 -0.0000058647 -0.0000016786 0.0025397476 0.0000106722 0.0025269409
1403636898.60150 -0.075546 0.051732 0.147134 0.626979 -0.532032 0.436572 0.365026 0.0003560213 -0.0000037096 -0.0001290102 0.0000074989 0.0000023868 0.0000549306 0.0025355172 -0.0000052841 -0.0000019601 0.0025384084 0.0000102022 0.0025273568
1403636898.65138 -0.077579 0.047630 0.157214 0.628129 -0.531098 0.436034 0.365053 0.0003558323 -0.0000025929 -0.0001293877 0.0000075231 0.0000018647 0.0000550686 0.0025373142 -0.0000052159 -0.0000021454 0.0025371878 0.0000095457 0.0025280339
1403636898.70130 -0.078197 0.043053 0.166676 0.629488 -0.530515 0.434983 0.364814 0.0003552651 -0.0000019337 -0.0001301525 0.0000075104 0.0000014709 0.0000554817 0.0025390584 -0.0000051219 -0.0000023955 0.0025364865 0.0000087928 0.0025288269
1403636898.75134 -0.073864 0.037920 0.178702 0.630566 -0.530853 0.433418 0.364321 0.0003542670 -0.0000021536 -0.0001310229 0.0000070601 0.0000012369 0.0000556515 0.0025391254 -0.0000050610 -0.0000025932 0.0025359075 0.0000079764 0.0025289287
1403636898.80146 -0.068972 0.030396 0.188287 0.630922 -0.530814 0.433017 0.364240 0.0003530992 -0.0000015144 -0.0001319005 0.0000066331 0.0000009207 0.0000560540 0.0025383406 -0.0000049230 -0.0000019607 0.0025352380 0.0000072515 0.0025289329
1403636898.85140 -0.067344 0.022257 0.197306 0.631208 -0.531392 0.433245 0.362627 0.0003523487 -0.0000019755 -0.0001327797 0.0000065115 0.0000009480 0.0000567046 0.0025393961 -0.0000048399 -0.0000022821 0.0025347044 0.0000066165 0.0025298069
1403636898.90153 -0.060220 0.014067 0.203106 0.630598 -0.532312 0.433641 0.361865 0.0003494568 -0.0000028424 -0.0001340736 0.0000053826 0.0000013432 0.0000573622 0.0025308356 -0.0000052091 -0.0000003745 0.0025336406 0.0000067373 0.0025271388
1403636898.95165 -0.042043 0.001835 0.210139 0.629720 -0.534502 0.433230 0.360655 0.0003488118 -0.0000049741 -0.0001339925 0.0000049943 0.0000021048 0.0000571535 0.0025257932 -0.0000038594 0.0000005859 0.0025319525 0.0000061935 0.0025249228
1403636899.00145 -0.039669 -0.009182 0.216098 0.628137 -0.536683 0.434897 0.358161 0.0003480564 -0.0000065442 -0.0001345495 0.0000049842 0.0000027451 0.0000577446 0.0025251124 -0.0000037185 0.0000015563 0.0025302443 0.0000056289 0.0025239841
1403636899.05122 -0.039270 -0.019264 0.221078 0.625586 -0.539064 0.436062 0.357633 0.0003482638 -0.0000087231 -0.0001340518 0.0000049668 0.0000035946 0.0000573080 0.0025240639 -0.0000035981 0.0000024941 0.0025293925 0.0000052282 0.0025227772
1403636899.10105 -0.038268 -0.030001 0.225933 0.621871 -0.541957 0.436414 0.359306 0.0003488764 -0.0000099878 -0.0001332061 0.0000050018 0.0000040493 0.0000565418 0.0025237875 -0.0000037919 0.0000027709 0.0025287827 0.0000049115 0.0025220658
1403636899.15097 -0.038498 -0.040959 0.231316 0.617850 -0.544469 0.435419 0.363628 0.0003501231 -0.0000094998 -0.0001317956 0.0000049283 0.0000037890 0.0000552379 0.0025238546 -0.0000040348 0.0000029429 0.0025282158 0.0000045748 0.0025213591
1403636899.20085 -0.039693 -0.051754 0.236156 0.612776 -0.546874 0.434175 0.370036 0.0003520765 -0.0000082978 -0.0001296120 0.0000048096 0.0000032332 0.0000532528 0.0025238905 -0.0000042808 0.0000030573 0.0025275838 0.0000041342 0.0025203618
1403636899.25082 -0.043183 -0.064566 0.240542 0.605169 -0.550081 0.434399 0.377465 0.0003552094 -0.0000079749 -0.0001258962 0.0000047593 0.0000029726 0.0000500921 0.0025243753 -0.0000044484 0.0000031062 0.0025273367 0.0000038768 0.0025195242
1403636899.30077 -0.047545 -0.075257 0.246018 0.597186 -0.554266 0.433377 0.385151 0.0003578834 -0.0000078151 -0.0001225803 0.0000047245 0.0000027864 0.0000473962 0.0025250547 -0.0000047132 0.0000030620 0.0025269727 0.0000035306 0.0025187189
1403636899.35059 -0.053274 -0.087654 0.250810 0.588659 -0.559055 0.430988 0.393939 0.0003603671 -0.0000068633 -0.0001194305 0.0000046735 0.0000023511 0.0000449624 0.0025259000 -0.0000048912 0.0000031461 0.0025271047 0.0000032966 0.0025182230
1403636899.40038 -0.060002 -0.100018 0.256071 0.580146 -0.564736 0.427268 0.402426 0.0003621435 -0.0000059151 -0.0001171094 0.0000046212 0.0000019446 0.0000432175 0.0025270164 -0.0000052217 0.0000032044 0.0025273203 0.0000030791 0.0025177138
1403636899.45029 -0.067361 -0.110742 0.260184 0.572045 -0.571599 0.423447 0.408328 0.0003628907 -0.0000064482 -0.0001160632 0.0000046343 0.0000020658 0.0000424595 0.0025282882 -0.0000055351 0.0000033060 0.0025277434 0.0000028957 0.0025173279
1403636899.50037 -0.074739 -0.120718 0.264032 0.565035 -0.580515 0.419689 0.409388 0.0003616943 -0.0000094361 -0.0001174998 0.0000047772 0.0000030636 0.0000435340 0.0025296644 -0.0000059256 0.0000034503 0.0025284211 0.0000026483 0.0025171512
1403636899.55047 -0.082403 -0.129850 0.267179 0.559988 -0.589008 0.415236 0.408731 0.0003594118 -0.0000119223 -0.0001203114 0.0000049345 0.0000039832 0.0000456588 0.0025310900 -0.0000063886 0.0000035321 0.0025292712 0.0000024112 0.0025169869
1403636899.60056 -0.090495 -0.138487 0.270285 0.555755 -0.596315 0.411191 0.408003 0.0003572317 -0.0000139482 -0.0001229033 0.0000050843 0.0000047860 0.0000476660 0.0025324371 -0.0000069812 0.0000034465 0.0025303034 0.0000021869 0.0025167494
1403636899.65061 -0.098451 -0.147168 0.274365 0.551809 -0.602127 0.408279 0.407747 0.0003557421 -0.0000158427 -0.0001245487 0.0000052516 0.0000055304 0.0000489806 0.0025338850 -0.0000077212 0.0000033268 0.0025315624 0.0000019538 0.0025165704
1403636899.70064 -0.106815 -0.154697 0.278442 0.549018 -0.606480 0.405003 0.408331 0.0003544948 -0.0000163197 -0.0001260285 0.0000052910 0.0000057766 0.0000501452 0.0025352572 -0.0000086701 0.0000030852 0.0025328241 0.0000017720 0.0025163463
1403636899.75081 -0.117611 -0.163380 0.282514 0.546916 -0.610240 0.401532 0.408976 0.0003532989 -0.0000161815 -0.0001274959 0.0000052834 0.0000058030 0.0000513252 0.0025365455 -0.0000096770 0.0000028117 0.0025343655 0.0000015226 0.0025162052
1403636899.80083 -0.128730 -0.171012 0.285653 0.545809 -0.612444 0.397920 0.410687 0.0003525575 -0.0000148603 -0.0001285504 0.0000051550 0.0000053655 0.0000521890 0.0025384409 -0.0000108707 0.0000026408 0.0025363956 0.0000013837 0.0025161914
1403636899.85085 -0.140365 -0.177819 0.288630 0.545683 -0.612878 0.394040 0.413936 0.0003525811 -0.0000120178 -0.0001288463 0.0000049077 0.0000043175 0.0000523780 0.0025401704 -0.0000121503 0.0000023859 0.0025384607 0.0000012597 0.0025162195
1403636899.90070 -0.146847 -0.183541 0.292560 0.545995 -0.612450 0.390162 0.417813 0.0003530094 -0.0000089796 -0.0001286230 0.0000044399 0.0000031596 0.0000518873 0.0025386383 -0.0000133398 0.0000012729 0.0025379805 0.0000019229 0.0025157475
1403636899.95078 -0.159533 -0.191537 0.294584 0.545318 -0.611125 0.388923 0.421775 0.0003543295 -0.0000060487 -0.0001272606 0.0000042810 0.0000020427 0.0000506798 0.0025400092 -0.0000141374 0.0000011415 0.0025387818 0.0000019655 0.0025159957
1403636900.00080 -0.172233 -0.199628 0.296318 0.544664 -0.609148 0.388185 0.426136 0.0003560844 -0.0000035798 -0.0001252643 0.0000040944 0.0000011130 0.0000488550 0.0025404414 -0.0000158874 0.0000008081 0.0025391751 0.0000022006 0.0025161804
1403636900.05083 -0.185860 -0.208453 0.297502 0.543105 -0.607305 0.389499 0.429544 0.0003581264 -0.0000026548 -0.0001227736 0.0000040418 0.0000007541 0.0000467952 0.0025420710 -0.0000174886 0.0000007122 0.0025406955 0.0000022498 0.0025165125
1403636900.10075 -0.199041 -0.217838 0.299589 0.541703 -0.605048 0.391220 0.432922 0.0003603772 -0.0000018421 -0.0001199072 0.0000039841 0.0000004519 0.0000445291 0.0025438380 -0.0000192225 0.0000006022 0.0025422916 0.0000022755 0.0025168431
1403636900.15074 -0.212550 -0.225996 0.303187 0.540299 -0.602920 0.392995 0.436025 0.0003623937 -0.0000012900 -0.0001172384 0.0000039691 0.0000002528 0.0000425252 0.0025459787 -0.0000210658 0.0000005038 0.0025445020 0.0000022964 0.0025171714
1403636900.20082 -0.225244 -0.233937 0.308287 0.540497 -0.601217 0.393497 0.437677 0.0003633921 -0.0000003690 -0.0001158997 0.0000039061 -0.0000000819 0.0000414739 0.0025473477 -0.0000229620 0.0000004539 0.0025466139 0.0000023771 0.0025174235
1403636900.25084 -0.237744 -0.241036 0.316185 0.541354 -0.600512 0.392988 0.438042 0.0003632549 0.0000004684 -0.0001161180 0.0000038960 -0.0000003656 0.0000415618 0.0025487212 -0.0000248811 0.0000001156 0.0025490157 0.0000023637 0.0025176316
1403636900.30090 -0.249182 -0.245679 0.325629 0.542807 -0.600357 0.391872 0.437456 0.0003626188 0.0000012750 -0.0001170021 0.0000038249 -0.0000005871 0.0000421573 0.0025503500 -0.0000268285 -0.0000001145 0.0025510340 0.0000020947 0.0025178259
1403636900.35092 -0.260832 -0.251030 0.337609 0.544802 -0.601774 0.390873 0.433910 0.0003606516 0.0000006382 -0.0001196818 0.0000037943 -0.0000003806 0.0000441331 0.0025516826 -0.0000283307 -0.0000003057 0.0025535179 0.0000020625 0.0025181950
1403636900.40090 -0.272900 -0.255036 0.351546 0.547313 -0.602780 0.389213 0.430834 0.0003585705 0.0000006442 -0.0001224133 0.0000037779 -0.0000003925 0.0000462294 0.0025530052 -0.0000299683 -0.0000005537 0.0025563822 0.0000020620 0.0025185834
1403636900.45090 -0.281214 -0.259309 0.366308 0.550127 -0.603758 0.387302 0.427591 0.0003564109 0.0000005840 -0.0001251618 0.0000037031 -0.0000004261 0.0000481886 0.0025514107 -0.0000316324 -0.0000013706 0.0025591011 0.0000021815 0.0025188300
1403636900.50090 -0.292727 -0.263232 0.380222 0.552458 -0.603598 0.386347 0.425671 0.0003550135 0.0000011659 -0.0001268829 0.0000036805 -0.0000006524 0.0000495644 0.0025520402 -0.0000328934 -0.0000015882 0.0025614146 0.0000022609 0.0025193371
1403636900.55091 -0.303070 -0.267110 0.392824 0.553827 -0.603848 0.386097 0.423760 0.0003540599 0.0000007600 -0.0001280456 0.0000036401 -0.0000005151 0.0000504768 0.0025523762 -0.0000345941 -0.0000017777 0.0025644828 0.0000022889 0.0025198684
1403636900.60093 -0.314685 -0.272927 0.403911 0.555210 -0.603935 0.386048 0.421866 0.0003531936 0.0000006149 -0.0001290899 0.0000036039 -0.0000004566 0.0000513110 0.0025530799 -0.0000361236 -0.0000019559 0.0025672962 0.0000022840 0.0025203896
1403636900.65088 -0.325099 -0.276461 0.414299 0.557297 -0.604679 0.384667 0.419303 0.0003512781 0.0000001966 -0.0001313392 0.0000035536 -0.0000003405 0.0000530803 0.0025522586 -0.0000382245 -0.0000021101 0.0025704902 0.0000023079 0.0025208239
1403636900.70088 -0.337535 -0.281942 0.422253 0.559187 -0.606548 0.383137 0.415470 0.0003488003 -0.0000003537 -0.0001341188 0.0000035248 -0.0000001256 0.0000555366 0.0025529974 -0.0000397408 -0.0000022644 0.0025735023 0.0000022773 0.0025213144
1403636900.75089 -0.350232 -0.287403 0.428976 0.561254 -0.608017 0.381838 0.411714 0.0003463624 -0.0000011458 -0.0001367571 0.0000035014 0.0000001965 0.0000579587 0.0025543695 -0.0000418774 -0.0000024276 0.0025771780 0.0000022484 0.0025218022
1403636900.80091 -0.363569 -0.294588 0.434097 0.561696 -0.609407 0.382480 0.408448 0.0003450696 -0.0000029696 -0.0001381053 0.0000035011 0.0000009350 0.0000591948 0.0025555107 -0.0000442655 -0.0000026136 0.0025811616 0.0000023351 0.0025223350
1403636900.85087 -0.376659 -0.302580 0.438135 0.560402 -0.609496 0.385230 0.407506 0.0003458360 -0.0000050502 -0.0001372665 0.0000035310 0.0000017601 0.0000583681 0.0025574779 -0.0000470163 -0.0000028777 0.0025855544 0.0000024432 0.0025229102
1403636900.90086 -0.390543 -0.312136 0.440735 0.557632 -0.610619 0.390249 0.404842 0.0003466940 -0.0000095251 -0.0001361477 0.0000036951 0.0000035114 0.0000573126 0.0025596608 -0.0000498675 -0.0000030871 0.0025900210 0.0000025710 0.0025233404
1403636900.95090 -0.404917 -0.322816 0.441940 0.555503 -0.610329 0.394184 0.404394 0.0003481612 -0.0000121290 -0.0001343859 0.0000038315 0.0000044593 0.0000556817 0.0025624736 -0.0000532567 -0.0000032903 0.0025951032 0.0000026656 0.0025236564
1403636901.00092 -0.419707 -0.334490 0.441229 0.553550 -0.610136 0.397011 0.404596 0.0003494000 -0.0000139116 -0.0001328748 0.0000039348 0.0000050710 0.0000543059 0.0025656455 -0.0000570135 -0.0000034894 0.0026006164 0.0000027412 0.0025238621
1403636901.05095 -0.435637 -0.346907 0.439306 0.552377 -0.610269 0.399193 0.403852 0.0003499241 -0.0000156055 -0.0001321219 0.0000040437 0.0000056792 0.0000536333 0.0025691585 -0.0000610736 -0.0000036432 0.0026063676 0.0000027790 0.0025239153
1403636901.10101 -0.452644 -0.359809 0.436399 0.550987 -0.610413 0.401550 0.403197 0.0003505096 -0.0000173967 -0.0001312496 0.0000041451 0.0000063325 0.0000528323 0.0025728780 -0.0000654283 -0.0000036715 0.0026115196 0.0000022135 0.0025234372
1403636901.15109 -0.470568 -0.372215 0.432553 0.550357 -0.610418 0.402579 0.403023 0.0003508066 -0.0000182032 -0.0001308158 0.0000041849 0.0000066145 0.0000524340 0.0025769389 -0.0000702887 -0.0000037538 0.0026182915 0.0000020967 0.0025232426
1403636901.20116 -0.489358 -0.384602 0.428636 0.549944 -0.610068 0.403257 0.403439 0.0003512691 -0.0000184082 -0.0001302715 0.0000041674 0.0000066592 0.0000519432 0.0025811030 -0.0000754211 -0.0000038199 0.0026258016 0.0000019538 0.0025231867
1403636901.25122 -0.509280 -0.397554 0.426152 0.550682 -0.609141 0.402263 0.404822 0.0003516209 -0.0000168324 -0.0001300862 0.0000039654 0.0000060654 0.0000517298 0.0025851600 -0.0000807630 -0.0000037942 0.0026333331 0.0000017887 0.0025229981
1403636901.30124 -0.530690 -0.410312 0.425397 0.551657 -0.607790 0.401054 0.406721 0.0003521361 -0.0000147265 -0.0001297598 0.0000037443 0.0000052691 0.0000513983 0.0025894073 -0.0000864002 -0.0000039379 0.0026421130 0.0000016343 0.0025230657
1403636901.35127 -0.553310 -0.422463 0.426053 0.552296 -0.606937 0.400113 0.408052 0.0003524017 -0.0000133509 -0.0001296121 0.0000036086 0.0000047532 0.0000512408 0.0025940067 -0.0000925967 -0.0000041424 0.0026520046 0.0000015577 0.0025232764
1403636901.40129 -0.577206 -0.435345 0.428590 0.553205 -0.606023 0.398634 0.409623 0.0003525927 -0.0000114743 -0.0001295809 0.0000034538 0.0000040566 0.0000511822 0.0025992696 -0.0000994904 -0.0000043701 0.0026629238 0.0000014683 0.0025235638
1403636901.45130 -0.601816 -0.449396 0.433435 0.554159 -0.604806 0.397016 0.411698 0.0003529442 -0.0000092253 -0.0001293659 0.0000033039 0.0000032186 0.0000509717 0.0026049089 -0.0001069125 -0.0000046238 0.0026749205 0.0000014171 0.0025239546
1403636901.50134 -0.626853 -0.463362 0.439047 0.555300 -0.603388 0.395257 0.413927 0.0003533610 -0.0000067372 -0.0001290450 0.0000031733 0.0000022937 0.0000506745 0.0026106573 -0.0001146262 -0.0000048540 0.0026876085 0.0000013719 0.0025243770
1403636901.55133 -0.652591 -0.476919 0.444606 0.556268 -0.602448 0.393499 0.415670 0.0003534540 -0.0000046408 -0.0001290420 0.0000030900 0.0000015247 0.0000506560 0.0026168069 -0.0001227680 -0.0000051456 0.0027009961 0.0000013031 0.0025248463
1403636901.60137 -0.678306 -0.490767 0.448749 0.556580 -0.601589 0.393042 0.416927 0.0003538855 -0.0000035747 -0.0001285826 0.0000030497 0.0000011299 0.0000502547 0.0026229937 -0.0001311661 -0.0000054624 0.0027151410 0.0000012411 0.0025253524
1403636901.65142 -0.704064 -0.504908 0.451288 0.556238 -0.600482 0.393383 0.418653 0.0003548464 -0.0000027804 -0.0001274732 0.0000030198 0.0000008317 0.0000493121 0.0026294596 -0.0001399026 -0.0000058094 0.0027298635 0.0000011575 0.0025258764
1403636901.70150 -0.729498 -0.518756 0.451399 0.555656 -0.600156 0.394052 0.419263 0.0003554797 -0.0000029156 -0.0001267194 0.0000030006 0.0000008758 0.0000486471 0.0026356476 -0.0001488355 -0.0000061441 0.0027450267 0.0000010376 0.0025263357
1403636901.75151 -0.756124 -0.533300 0.450328 0.554772 -0.600358 0.395621 0.418668 0.0003557979 -0.0000041507 -0.0001263171 0.0000030104 0.0000013205 0.0000483126 0.0026424864 -0.0001580451 -0.0000065213 0.0027607163 0.0000009325 0.0025268441
1403636901.80148 -0.782655 -0.548884 0.448016 0.554749 -0.600354 0.395395 0.418918 0.0003558203 -0.0000039479 -0.0001263110 0.0000029907 0.0000012528 0.0000482974 0.0026497075 -0.0001679741 -0.0000068866 0.0027778491 0.0000008028 0.0025273029
1403636901.85148 -0.809806 -0.563993 0.444320 0.555065 -0.600200 0.394983 0.419109 0.0003557448 -0.0000035295 -0.0001264326 0.0000029695 0.0000011108 0.0000483877 0.0026577106 -0.0001785307 -0.0000072535 0.0027954536 0.0000006820 0.0025277759
1403636901.90146 -0.836960 -0.579105 0.439167 0.555240 -0.599994 0.394987 0.419166 0.0003557836 -0.0000033893 -0.0001264048 0.0000029536 0.0000010658 0.0000483544 0.0026656343 -0.0001893337 -0.0000075906 0.0028140746 0.0000005690 0.0025281562
1403636901.95145 -0.863963 -0.594217 0.432808 0.555718 -0.599793 0.394416 0.419358 0.0003556455 -0.0000028506 -0.0001266011 0.0000029312 0.0000008802 0.0000485033 0.0026737115 -0.0002004277 -0.0000079326 0.0028333199 0.0000004792 0.0025285085
1403636902.00146 -0.890228 -0.609749 0.426158 0.556152 -0.598997 0.394229 0.420096 0.0003559271 -0.0000021198 -0.0001262884 0.0000029083 0.0000006211 0.0000482306 0.0026820097 -0.0002118445 -0.0000082045 0.0028527323 0.0000004748 0.0025287264
1403636902.05145 -0.917586 -0.624455 0.419649 0.556717 -0.598489 0.394122 0.420172 0.0003559262 -0.0000016398 -0.0001263137 0.0000028920 0.0000004553 0.0000482379 0.0026909245 -0.0002236686 -0.0000084759 0.0028724733 0.0000004025 0.0025289986
1403636902.10144 -0.944950 -0.639951 0.415203 0.556601 -0.597878 0.394682 0.420670 0.0003564025 -0.0000015712 -0.0001257493 0.0000028809 0.0000004336 0.0000477626 0.0026994292 -0.0002355654 -0.0000087552 0.0028934148 0.0000003580 0.0025292787
1403636902.15142 -0.973308 -0.654877 0.412414 0.557334 -0.597396 0.394268 0.420772 0.0003562947 -0.0000009946 -0.0001259002 0.0000028667 0.0000002348 0.0000478683 0.0027091576 -0.0002486908 -0.0000089125 0.0029149600 0.0000003158 0.0025293368
1403636902.20142 -1.000669 -0.668875 0.410667 0.557599 -0.597437 0.394110 0.420512 0.0003560933 -0.0000008791 -0.0001261648 0.0000028585 0.0000001980 0.0000480708 0.0027180665 -0.0002614308 -0.0000091794 0.0029380597 0.0000002400 0.0025295901
1403636902.25142 -1.027882 -0.682300 0.409964 0.556795 -0.598301 0.394806 0.419694 0.0003560176 -0.0000020462 -0.0001262624 0.0000028607 0.0000006190 0.0000481386 0.0027268205 -0.0002739647 -0.0000094965 0.0029611411 0.0000001595 0.0025299085
1403636902.30142 -1.054776 -0.696533 0.410108 0.555768 -0.599419 0.395631 0.418683 0.0003559020 -0.0000035654 -0.0001263882 0.0000028793 0.0000011655 0.0000482314 0.0027352455 -0.0002864096 -0.0000097807 0.0029845684 0.0000001793 0.0025302038
1403636902.35142 -1.081231 -0.708845 0.406717 0.555108 -0.600357 0.395799 0.418055 0.0003556709 -0.0000043653 -0.0001266630 0.0000028928 0.0000014579 0.0000484481 0.0027444553 -0.0002995023 -0.0000100569 0.0030085589 0.0000001250 0.0025305397
1403636902.40143 -1.107547 -0.720989 0.399563 0.554516 -0.601441 0.395350 0.417707 0.0003553256 -0.0000048229 -0.0001270821 0.0000029005 0.0000016303 0.0000487843 0.0027528356 -0.0003120283 -0.0000103256 0.0030328472 0.0000001010 0.0025308327
1403636902.45142 -1.133160 -0.731982 0.388000 0.554253 -0.602209 0.394212 0.418025 0.0003549831 -0.0000044706 -0.0001275253 0.0000028888 0.0000015114 0.0000491385 0.0027609799 -0.0003245308 -0.0000105346 0.0030575138 0.0000000829 0.0025310513
1403636902.50140 -1.158419 -0.742111 0.372921 0.554517 -0.602516 0.392502 0.418839 0.0003546772 -0.0000033251 -0.0001279464 0.0000028633 0.0000011035 0.0000494761 0.0027685423 -0.0003366138 -0.0000106690 0.0030819379 0.0000000856 0.0025312185
1403636902.55145 -1.181511 -0.752130 0.355750 0.554505 -0.601934 0.390719 0.421353 0.0003551147 -0.0000013105 -0.0001274752 0.0000028356 0.0000003697 0.0000490677 0.0027757648 -0.0003487370 -0.0000105998 0.0031065392 0.0000001275 0.0025312243
1403636902.60146 -1.203085 -0.762262 0.338354 0.555362 -0.601792 0.387873 0.423054 0.0003547010 0.0000009932 -0.0001279890 0.0000028335 -0.0000004645 0.0000494855 0.0027826104 -0.0003602436 -0.0000103945 0.0031289889 0.0000002013 0.0025311519
