# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715279.66169 0.017358 -0.140521 0.126293 0.562984 -0.587873 0.402571 0.418797 0.0003594093 -0.0000007460 -0.0001219209 0.0000052487 0.0000001200 0.0000464420 0.0025360263 0.0000005942 0.0000004573 0.0025409969 -0.0000058850 0.0025432134
1403715279.71166 0.016409 -0.142168 0.129092 0.562897 -0.587749 0.402738 0.418928 0.0003594541 -0.0000007417 -0.0001217377 0.0000050945 0.0000001394 0.0000462630 0.0025351151 0.0000007472 0.0000002374 0.0025393416 -0.0000061707 0.0025395954
1403715279.76166 0.015579 -0.143692 0.132935 0.562949 -0.587806 0.402762 0.418754 0.0003592950 -0.0000007939 -0.0001218278 0.0000049719 0.0000001745 0.0000463064 0.0025342458 0.0000008913 -0.0000000134 0.0025379897 -0.0000065804 0.0025364688
1403715279.81171 0.014339 -0.144641 0.137725 0.562831 -0.588134 0.402816 0.418401 0.0003590944 -0.0000011281 -0.0001219795 0.0000048782 0.0000003033 0.0000464059 0.0025334446 0.0000010080 -0.0000002035 0.0025369121 -0.0000070759 0.0025339034
1403715279.86166 0.012995 -0.144796 0.143172 0.563148 -0.588237 0.402590 0.418046 0.0003588202 -0.0000010936 -0.0001222435 0.0000048066 0.0000003021 0.0000466002 0.0025327588 0.0000010769 -0.0000003979 0.0025360127 -0.0000073201 0.0025311232
1403715279.91154 0.011706 -0.144687 0.149371 0.563541 -0.588577 0.401987 0.417619 0.0003583390 -0.0000009917 -0.0001227740 0.0000047512 0.0000002765 0.0000470099 0.0025321830 0.0000011477 -0.0000006294 0.0025353087 -0.0000075282 0.0025287108
1403715279.96154 0.010555 -0.144822 0.156455 0.564781 -0.589517 0.400224 0.416309 0.0003569601 -0.0000006422 -0.0001244247 0.0000047114 0.0000001644 0.0000483243 0.0025317506 0.0000012682 -0.0000008422 0.0025347114 -0.0000077173 0.0025268900
1403715280.01150 0.009521 -0.144887 0.163001 0.567046 -0.592093 0.396857 0.412783 0.0003539105 -0.0000007061 -0.0001280383 0.0000046905 0.0000001993 0.0000513133 0.0025315083 0.0000014442 -0.0000010790 0.0025340267 -0.0000077654 0.0025253945
1403715280.06138 0.008518 -0.145233 0.169071 0.570100 -0.595189 0.392458 0.408304 0.0003498940 -0.0000006174 -0.0001325678 0.0000046797 0.0000001789 0.0000552746 0.0025313358 0.0000016268 -0.0000012884 0.0025329881 -0.0000078560 0.0025242349
1403715280.11131 0.006875 -0.146392 0.175318 0.574057 -0.596718 0.386559 0.406151 0.0003461320 0.0000018051 -0.0001365504 0.0000046586 -0.0000007777 0.0000589653 0.0025308872 0.0000017474 -0.0000015476 0.0025317977 -0.0000080838 0.0025227561
1403715280.16168 0.005018 -0.147651 0.182612 0.576977 -0.596987 0.382579 0.405387 0.0003439344 0.0000040321 -0.0001387443 0.0000046973 -0.0000017030 0.0000611010 0.0025309528 0.0000018537 -0.0000016376 0.0025311982 -0.0000083460 0.0025223989
1403715280.21204 0.003163 -0.149899 0.190701 0.579780 -0.595443 0.378718 0.407278 0.0003429474 0.0000077711 -0.0001395591 0.0000048202 -0.0000032560 0.0000619385 0.0025310981 0.0000019344 -0.0000017026 0.0025307513 -0.0000086454 0.0025220129
1403715280.26236 0.001606 -0.153130 0.199365 0.581499 -0.593294 0.376258 0.410233 0.0003431126 0.0000111944 -0.0001391397 0.0000049942 -0.0000046468 0.0000615664 0.0025314285 0.0000020207 -0.0000017374 0.0025304131 -0.0000089562 0.0025215819
1403715280.31246 0.000922 -0.157687 0.207934 0.582498 -0.591146 0.375017 0.413043 0.0003437776 0.0000138362 -0.0001382090 0.0000051620 -0.0000056797 0.0000606949 0.0025319159 0.0000021384 -0.0000017783 0.0025301654 -0.0000092498 0.0025211917
1403715280.36249 0.001262 -0.163435 0.216615 0.582579 -0.589180 0.374576 0.416126 0.0003449195 0.0000159243 -0.0001367905 0.0000053137 -0.0000064411 0.0000593613 0.0025325683 0.0000022993 -0.0000018182 0.0025299487 -0.0000095232 0.0025208889
1403715280.41245 0.002362 -0.169947 0.225368 0.581746 -0.587888 0.374086 0.419547 0.0003461967 0.0000177074 -0.0001352120 0.0000054564 -0.0000070511 0.0000578986 0.0025333679 0.0000024972 -0.0000018614 0.0025296025 -0.0000097942 0.0025206733
1403715280.46228 0.004249 -0.177731 0.233159 0.579037 -0.589623 0.374803 0.420218 0.0003469568 0.0000163498 -0.0001345584 0.0000052985 -0.0000064745 0.0000572626 0.0025343874 0.0000027042 -0.0000019759 0.0025294408 -0.0000100211 0.0025205501
1403715280.51221 0.006849 -0.186161 0.240607 0.573658 -0.593323 0.376695 0.420695 0.0003482469 0.0000130399 -0.0001335087 0.0000050008 -0.0000051231 0.0000562399 0.0025356307 0.0000029137 -0.0000021331 0.0025293289 -0.0000102669 0.0025204309
1403715280.56209 0.009648 -0.194749 0.248205 0.567565 -0.597697 0.377803 0.421774 0.0003493596 0.0000099539 -0.0001325336 0.0000047897 -0.0000038911 0.0000553143 0.0025370384 0.0000031292 -0.0000022695 0.0025291822 -0.0000105581 0.0025203356
1403715280.61207 0.012722 -0.203601 0.256157 0.560299 -0.602849 0.378137 0.423852 0.0003506392 0.0000069726 -0.0001312817 0.0000046489 -0.0000027155 0.0000541673 0.0025385887 0.0000033619 -0.0000023987 0.0025292355 -0.0000109245 0.0025203102
1403715280.66195 0.015519 -0.212697 0.264091 0.552900 -0.608394 0.376136 0.427410 0.0003515249 0.0000054604 -0.0001303437 0.0000046026 -0.0000021271 0.0000533282 0.0025402546 0.0000036793 -0.0000024953 0.0025293978 -0.0000113486 0.0025203406
1403715280.71191 0.017247 -0.223781 0.271902 0.544751 -0.614640 0.373608 0.431139 0.0003523284 0.0000037923 -0.0001294727 0.0000045622 -0.0000014929 0.0000525517 0.0025417831 0.0000039472 -0.0000024674 0.0025294583 -0.0000116886 0.0025203099
1403715280.76186 0.019480 -0.233855 0.278423 0.536532 -0.621368 0.369727 0.435129 0.0003525971 0.0000027385 -0.0001291933 0.0000045541 -0.0000011015 0.0000523015 0.0025439928 0.0000042632 -0.0000024680 0.0025300359 -0.0000120987 0.0025204881
1403715280.81183 0.021476 -0.244335 0.284360 0.528344 -0.628538 0.364980 0.438842 0.0003525107 0.0000017647 -0.0001293209 0.0000045499 -0.0000007445 0.0000523997 0.0025460065 0.0000045975 -0.0000024162 0.0025307408 -0.0000125079 0.0025206711
1403715280.86183 0.023994 -0.254842 0.290001 0.519770 -0.634985 0.360299 0.443641 0.0003530020 0.0000012697 -0.0001287667 0.0000045474 -0.0000005604 0.0000519090 0.0025481881 0.0000049231 -0.0000023273 0.0025315420 -0.0000128896 0.0025208429
1403715280.91184 0.027261 -0.264603 0.294893 0.512058 -0.640843 0.355479 0.448053 0.0003532205 0.0000010915 -0.0001285252 0.0000045364 -0.0000004947 0.0000516814 0.0025503899 0.0000053005 -0.0000021912 0.0025323560 -0.0000132086 0.0025209704
1403715280.96185 0.031315 -0.274545 0.299610 0.505402 -0.645667 0.351315 0.451952 0.0003535485 0.0000010291 -0.0001281560 0.0000045116 -0.0000004674 0.0000513353 0.0025524852 0.0000056659 -0.0000019921 0.0025331656 -0.0000134351 0.0025210511
1403715281.01184 0.034715 -0.283772 0.304133 0.499307 -0.650053 0.347947 0.455034 0.0003537409 0.0000006687 -0.0001279499 0.0000044735 -0.0000003275 0.0000511296 0.0025548022 0.0000061152 -0.0000018182 0.0025340014 -0.0000136134 0.0025211031
1403715281.06183 0.038006 -0.293025 0.308751 0.494678 -0.653713 0.343994 0.457844 0.0003536418 0.0000011581 -0.0001280852 0.0000044118 -0.0000004955 0.0000511991 0.0025570061 0.0000064621 -0.0000015889 0.0025346116 -0.0000136408 0.0025210699
1403715281.11184 0.041738 -0.302659 0.313293 0.490352 -0.656746 0.341129 0.460294 0.0003538025 0.0000011945 -0.0001279237 0.0000043002 -0.0000004872 0.0000509726 0.0025590841 0.0000067092 -0.0000012873 0.0025346459 -0.0000133529 0.0025208701
1403715281.16186 0.044652 -0.311903 0.317572 0.486737 -0.658824 0.338902 0.462800 0.0003541495 0.0000014837 -0.0001275385 0.0000041773 -0.0000005681 0.0000505665 0.0025614989 0.0000071348 -0.0000010567 0.0025346840 -0.0000131138 0.0025207581
1403715281.21192 0.047115 -0.321039 0.321348 0.483455 -0.660944 0.336613 0.464882 0.0003543102 0.0000016677 -0.0001273766 0.0000040387 -0.0000006113 0.0000503394 0.0025638055 0.0000074923 -0.0000008639 0.0025345410 -0.0000128535 0.0025206719
1403715281.26196 0.048919 -0.330122 0.324343 0.479652 -0.663631 0.334412 0.466580 0.0003543223 0.0000013389 -0.0001273951 0.0000038869 -0.0000004732 0.0000502675 0.0025660782 0.0000077782 -0.0000006923 0.0025341646 -0.0000125865 0.0025205942
1403715281.31202 0.049566 -0.338719 0.326187 0.475718 -0.666835 0.331260 0.468286 0.0003540265 0.0000013476 -0.0001277831 0.0000036833 -0.0000004683 0.0000504676 0.0025679764 0.0000080492 -0.0000005335 0.0025332284 -0.0000121896 0.0025204166
1403715281.36209 0.050963 -0.347570 0.327765 0.471299 -0.670504 0.327673 0.470034 0.0003537071 0.0000013204 -0.0001281966 0.0000035545 -0.0000004600 0.0000507221 0.0025701747 0.0000082064 -0.0000004348 0.0025329840 -0.0000120176 0.0025203774
1403715281.41215 0.052333 -0.357040 0.329061 0.466542 -0.674434 0.323483 0.472056 0.0003532919 0.0000015069 -0.0001287187 0.0000034234 -0.0000005319 0.0000510636 0.0025726190 0.0000085033 -0.0000003352 0.0025328046 -0.0000118650 0.0025203329
1403715281.46225 0.051375 -0.365990 0.329210 0.460609 -0.678298 0.319019 0.475372 0.0003533234 0.0000019725 -0.0001287113 0.0000032621 -0.0000007078 0.0000509184 0.0025750927 0.0000087081 -0.0000001999 0.0025323695 -0.0000116882 0.0025202358
1403715281.51220 0.052498 -0.375124 0.329032 0.453924 -0.682815 0.313658 0.478890 0.0003534371 0.0000022431 -0.0001286090 0.0000031413 -0.0000008108 0.0000507231 0.0025777906 0.0000086373 -0.0000001049 0.0025323525 -0.0000116013 0.0025201896
1403715281.56220 0.053406 -0.384694 0.328260 0.446620 -0.687839 0.307251 0.482706 0.0003533001 0.0000030412 -0.0001287897 0.0000030265 -0.0000011101 0.0000507699 0.0025806276 0.0000088765 0.0000000024 0.0025325383 -0.0000115505 0.0025201567
1403715281.61218 0.054512 -0.394676 0.326651 0.438170 -0.693237 0.300638 0.486874 0.0003533567 0.0000034344 -0.0001287507 0.0000029024 -0.0000012614 0.0000506216 0.0025837476 0.0000090994 0.0000001200 0.0025328440 -0.0000115241 0.0025201222
1403715281.66217 0.055246 -0.405120 0.324691 0.428619 -0.699191 0.293839 0.490995 0.0003533482 0.0000035017 -0.0001287987 0.0000027731 -0.0000012954 0.0000505400 0.0025871255 0.0000093877 0.0000002234 0.0025332681 -0.0000115300 0.0025200977
1403715281.71216 0.055710 -0.415392 0.322433 0.418681 -0.705340 0.286209 0.495264 0.0003532220 0.0000039675 -0.0001289715 0.0000026578 -0.0000014764 0.0000505827 0.0025907797 0.0000096226 0.0000003281 0.0025338337 -0.0000115641 0.0025200962
1403715281.76208 0.056330 -0.426546 0.320270 0.408152 -0.712161 0.278390 0.498735 0.0003529538 0.0000039000 -0.0001293256 0.0000024945 -0.0000014552 0.0000507526 0.0025944511 0.0000097853 0.0000004201 0.0025343993 -0.0000116025 0.0025200641
1403715281.81210 0.056835 -0.436881 0.317763 0.397250 -0.718669 0.270467 0.502549 0.0003523611 0.0000037986 -0.0001300562 0.0000023942 -0.0000014370 0.0000512775 0.0025986508 0.0000101019 0.0000004932 0.0025352024 -0.0000116777 0.0025201168
1403715281.86209 0.057173 -0.447491 0.315128 0.385634 -0.724704 0.262874 0.506940 0.0003525699 0.0000036907 -0.0001298578 0.0000022897 -0.0000014051 0.0000509893 0.0026026727 0.0000103934 0.0000005470 0.0025360580 -0.0000117513 0.0025201679
1403715281.91209 0.057255 -0.457957 0.311627 0.374423 -0.730741 0.254587 0.510892 0.0003524590 0.0000039546 -0.0001300214 0.0000021745 -0.0000015133 0.0000509833 0.0026068750 0.0000106283 0.0000005920 0.0025369182 -0.0000118074 0.0025202069
1403715281.96210 0.057357 -0.468932 0.307620 0.362887 -0.736596 0.247072 0.514485 0.0003524215 0.0000035471 -0.0001301194 0.0000020644 -0.0000013728 0.0000509294 0.0026112050 0.0000108503 0.0000006229 0.0025378248 -0.0000118560 0.0025202529
1403715282.01210 0.057304 -0.480133 0.303137 0.351318 -0.742326 0.239757 0.517731 0.0003523255 0.0000029810 -0.0001302878 0.0000019538 -0.0000011717 0.0000509330 0.0026158560 0.0000111056 0.0000006400 0.0025387656 -0.0000118945 0.0025202876
1403715282.06207 0.057058 -0.492087 0.298344 0.339897 -0.747587 0.232706 0.520991 0.0003522879 0.0000024472 -0.0001303833 0.0000018371 -0.0000009820 0.0000508687 0.0026207527 0.0000112887 0.0000006432 0.0025396948 -0.0000119259 0.0025202797
1403715282.11205 0.056612 -0.504636 0.292956 0.329684 -0.752139 0.224496 0.524593 0.0003524866 0.0000031517 -0.0001301778 0.0000017518 -0.0000012472 0.0000505700 0.0026260745 0.0000114740 0.0000006590 0.0025406616 -0.0000119451 0.0025202875
1403715282.16212 0.056259 -0.517719 0.287290 0.318983 -0.757092 0.217520 0.527017 0.0003522379 0.0000026304 -0.0001305175 0.0000016512 -0.0000010606 0.0000507344 0.0026317683 0.0000116687 0.0000006625 0.0025416606 -0.0000119561 0.0025202640
1403715282.21211 0.055525 -0.530900 0.281609 0.308806 -0.761099 0.210036 0.530332 0.0003523170 0.0000030358 -0.0001304579 0.0000015635 -0.0000012139 0.0000505541 0.0026378948 0.0000119260 0.0000006744 0.0025426936 -0.0000119611 0.0025202176
1403715282.26209 0.055229 -0.545166 0.275433 0.298512 -0.765742 0.202319 0.532539 0.0003520102 0.0000030065 -0.0001308522 0.0000014736 -0.0000012080 0.0000507688 0.0026441642 0.0000120822 0.0000006837 0.0025437267 -0.0000119547 0.0025201684
1403715282.31209 0.054902 -0.559783 0.269148 0.288369 -0.770085 0.194722 0.534692 0.0003515707 0.0000030827 -0.0001313944 0.0000013904 -0.0000012411 0.0000511156 0.0026511949 0.0000123714 0.0000006983 0.0025448215 -0.0000119453 0.0025200760
1403715282.36208 0.055976 -0.574863 0.263339 0.278309 -0.774247 0.186818 0.536829 0.0003512698 0.0000034127 -0.0001317677 0.0000012864 -0.0000013557 0.0000512729 0.0026582902 0.0000126731 0.0000007162 0.0025458114 -0.0000119208 0.0025198493
1403715282.41199 0.055526 -0.589603 0.257378 0.269325 -0.778063 0.177505 0.539050 0.0003504358 0.0000051378 -0.0001326872 0.0000012741 -0.0000020306 0.0000520275 0.0026660345 0.0000132528 0.0000007603 0.0025471232 -0.0000118844 0.0025197764
1403715282.46201 0.054509 -0.604455 0.250386 0.258697 -0.781923 0.170484 0.540932 0.0003501731 0.0000048435 -0.0001330265 0.0000012121 -0.0000019326 0.0000522527 0.0026738150 0.0000135237 0.0000007867 0.0025484028 -0.0000118451 0.0025196272
1403715282.51200 0.053974 -0.620192 0.244104 0.248627 -0.784884 0.162859 0.543709 0.0003504259 0.0000052827 -0.0001327614 0.0000011715 -0.0000020986 0.0000519399 0.0026820179 0.0000135413 0.0000008190 0.0025496482 -0.0000118143 0.0025195295
1403715282.56201 0.053295 -0.635941 0.237459 0.238389 -0.787902 0.155525 0.546071 0.0003505421 0.0000055957 -0.0001326528 0.0000011312 -0.0000022188 0.0000517726 0.0026906941 0.0000137631 0.0000008473 0.0025509601 -0.0000117978 0.0025194260
1403715282.61204 0.052875 -0.651995 0.231285 0.228381 -0.789747 0.148645 0.549588 0.0003514951 0.0000059200 -0.0001315930 0.0000010962 -0.0000023202 0.0000507727 0.0026996377 0.0000139452 0.0000008684 0.0025522833 -0.0000117894 0.0025193385
1403715282.66204 0.051858 -0.668985 0.225670 0.217799 -0.791639 0.142892 0.552678 0.0003524997 0.0000054525 -0.0001304920 0.0000010354 -0.0000021209 0.0000497419 0.0027088119 0.0000141631 0.0000008790 0.0025535666 -0.0000117966 0.0025192352
1403715282.71203 0.051902 -0.685672 0.219305 0.206815 -0.793544 0.137332 0.555567 0.0003534419 0.0000043545 -0.0001294694 0.0000009650 -0.0000016931 0.0000487916 0.0027186422 0.0000142354 0.0000008662 0.0025548130 -0.0000118080 0.0025191609
1403715282.76203 0.052132 -0.702471 0.212767 0.195665 -0.795486 0.132843 0.557915 0.0003542364 0.0000025910 -0.0001286125 0.0000008957 -0.0000010327 0.0000479987 0.0027284482 0.0000146004 0.0000008285 0.0025560704 -0.0000118237 0.0025190834
1403715282.81201 0.052063 -0.719428 0.205849 0.184662 -0.797958 0.127917 0.559286 0.0003544301 0.0000009095 -0.0001284398 0.0000008471 -0.0000004149 0.0000477913 0.0027383763 0.0000148592 0.0000007750 0.0025572584 -0.0000118495 0.0025190033
1403715282.86199 0.051502 -0.737061 0.198818 0.174528 -0.799557 0.121683 0.561642 0.0003550690 0.0000005321 -0.0001277101 0.0000008156 -0.0000002716 0.0000471259 0.0027486683 0.0000150903 0.0000007132 0.0025584461 -0.0000118655 0.0025189115
1403715282.91197 0.050820 -0.755076 0.191649 0.164562 -0.800686 0.115160 0.564411 0.0003559564 0.0000004919 -0.0001266671 0.0000007876 -0.0000002509 0.0000462142 0.0027595772 0.0000152890 0.0000006378 0.0025596856 -0.0000118630 0.0025188087
1403715282.96196 0.049679 -0.774555 0.183868 0.154082 -0.802576 0.109174 0.565873 0.0003562619 -0.0000001331 -0.0001263206 0.0000007502 -0.0000000145 0.0000458634 0.0027709452 0.0000153223 0.0000005187 0.0025607582 -0.0000118439 0.0025186116
1403715283.01194 0.048927 -0.792683 0.176514 0.143462 -0.803864 0.103286 0.567937 0.0003567120 -0.0000012453 -0.0001257910 0.0000007339 0.0000003796 0.0000453988 0.0027837920 0.0000153047 0.0000004214 0.0025620441 -0.0000118256 0.0025184894
1403715283.06195 0.048363 -0.810744 0.169215 0.132402 -0.805061 0.097932 0.569873 0.0003573130 -0.0000026234 -0.0001250538 0.0000007281 0.0000008618 0.0000447732 0.0027959015 0.0000154313 0.0000003165 0.0025633963 -0.0000117878 0.0025183869
1403715283.11195 0.048137 -0.828569 0.162118 0.121258 -0.806420 0.093061 0.571247 0.0003576193 -0.0000043928 -0.0001246517 0.0000007428 0.0000014794 0.0000444234 0.0028082256 0.0000156643 0.0000001987 0.0025647564 -0.0000117491 0.0025182872
1403715283.16195 0.047922 -0.846391 0.155175 0.109823 -0.807458 0.088968 0.572744 0.0003580773 -0.0000067459 -0.0001239995 0.0000007971 0.0000022900 0.0000438837 0.0028204445 0.0000159426 0.0000000638 0.0025660929 -0.0000117137 0.0025181861
1403715283.21194 0.048147 -0.863503 0.148630 0.098591 -0.808295 0.084523 0.574277 0.0003585379 -0.0000088138 -0.0001233121 0.0000008684 0.0000029912 0.0000433242 0.0028328253 0.0000162909 -0.0000000788 0.0025674190 -0.0000116665 0.0025180904
1403715283.26193 0.048529 -0.880222 0.142350 0.088231 -0.809021 0.079244 0.575692 0.0003588706 -0.0000100470 -0.0001228207 0.0000009159 0.0000034027 0.0000429217 0.0028450125 0.0000167501 -0.0000002166 0.0025687544 -0.0000116057 0.0025180094
1403715283.31193 0.048953 -0.896601 0.135775 0.077676 -0.810021 0.074723 0.576410 0.0003589051 -0.0000117886 -0.0001226323 0.0000009989 0.0000040037 0.0000427552 0.0028571317 0.0000172391 -0.0000003529 0.0025698498 -0.0000115084 0.0025178395
1403715283.36192 0.049282 -0.912264 0.129774 0.068203 -0.810190 0.068941 0.578089 0.0003593477 -0.0000124223 -0.0001220249 0.0000010282 0.0000041950 0.0000422703 0.0028690363 0.0000177771 -0.0000004970 0.0025711836 -0.0000114351 0.0025177617
1403715283.41187 0.049367 -0.927124 0.123426 0.059125 -0.811824 0.063151 0.577459 0.0003585618 -0.0000129349 -0.0001230120 0.0000010528 0.0000044161 0.0000430210 0.0028803952 0.0000183923 -0.0000006261 0.0025724665 -0.0000113433 0.0025177019
1403715283.46183 0.049397 -0.941302 0.117073 0.050492 -0.813762 0.057390 0.576149 0.0003574244 -0.0000132920 -0.0001244441 0.0000010680 0.0000046090 0.0000441352 0.0028912721 0.0000189335 -0.0000007477 0.0025736820 -0.0000112320 0.0025176641
1403715283.51180 0.048974 -0.954968 0.111287 0.043112 -0.815706 0.050189 0.574671 0.0003562169 -0.0000121672 -0.0001260856 0.0000009770 0.0000042893 0.0000454270 0.0029017301 0.0000194828 -0.0000008289 0.0025748619 -0.0000111125 0.0025176312
1403715283.56176 0.048233 -0.968143 0.106172 0.036276 -0.817597 0.042786 0.573052 0.0003549709 -0.0000106610 -0.0001277583 0.0000008668 0.0000038227 0.0000467691 0.0029116347 0.0000199530 -0.0000008790 0.0025759014 -0.0000109743 0.0025175786
1403715283.61177 0.048225 -0.980514 0.101256 0.030019 -0.819602 0.036029 0.571011 0.0003534565 -0.0000093184 -0.0001296887 0.0000007829 0.0000034058 0.0000483657 0.0029216852 0.0000202244 -0.0000008993 0.0025769870 -0.0000108649 0.0025175606
1403715283.66183 0.048328 -0.993107 0.096620 0.025101 -0.821134 0.030477 0.569368 0.0003522662 -0.0000080530 -0.0001311812 0.0000007123 0.0000029875 0.0000496253 0.0029313885 0.0000206485 -0.0000008912 0.0025779731 -0.0000107692 0.0025175337
1403715283.71187 0.048507 -1.006014 0.092096 0.020970 -0.821898 0.026007 0.568654 0.0003517124 -0.0000070924 -0.0001318943 0.0000006629 0.0000026510 0.0000502280 0.0029413370 0.0000210401 -0.0000008608 0.0025788370 -0.0000106770 0.0025174963
1403715283.76190 0.048750 -1.019482 0.087692 0.017339 -0.822313 0.023133 0.568300 0.0003514227 -0.0000068793 -0.0001322570 0.0000006473 0.0000025838 0.0000505337 0.0029517914 0.0000214695 -0.0000008327 0.0025795649 -0.0000105750 0.0025174563
1403715283.81196 0.048855 -1.032873 0.083614 0.013859 -0.821798 0.021675 0.569197 0.0003519350 -0.0000074456 -0.0001316613 0.0000006642 0.0000027845 0.0000500044 0.0029629467 0.0000218906 -0.0000008233 0.0025801061 -0.0000105068 0.0025173985
