# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403638525.37783 -0.683040 0.571872 1.861621 0.594075 -0.510043 0.503593 0.365138 0.0013383252 0.0000004830 0.0000001741 0.0013418919 0.0000009199 0.0013383252 0.0910539489 0.0002249158 0.0047421780 0.0911229178 -0.0040322564 0.0037491631
1403638525.42783 -0.739430 0.624115 1.923716 0.599210 -0.512746 0.500916 0.356543 0.0014005396 0.0000005825 0.0000001891 0.0014042411 0.0000009206 0.0014004692 0.1034618022 0.0002715608 0.0055349974 0.1035403145 -0.0047523334 0.0039346736
1403638525.47783 -0.798899 0.679403 1.988613 0.604155 -0.515675 0.499363 0.345993 0.0014647958 0.0000006822 0.0000002141 0.0014685597 0.0000009025 0.0014646199 0.1173053240 0.0003264467 0.0064411125 0.1173947046 -0.0055802677 0.0041449429
1403638525.52783 -0.862094 0.737408 2.056998 0.607875 -0.518623 0.497679 0.337392 0.0015310596 0.0000007519 0.0000002557 0.0015348299 0.0000008879 0.0015307587 0.1327328393 0.0003909559 0.0074812375 0.1328363215 -0.0065251259 0.0043833046
1403638525.57783 -0.929224 0.798042 2.128936 0.609997 -0.521150 0.496564 0.331255 0.0015993084 0.0000007858 0.0000003150 0.0016030610 0.0000008751 0.0015988765 0.1498919287 0.0004664862 0.0086735984 0.1500140106 -0.0075984879 0.0046531527
1403638525.62783 -1.000206 0.860986 2.204928 0.610127 -0.523197 0.496454 0.327939 0.0016695333 0.0000007922 0.0000003937 0.0016732591 0.0000008683 0.0016689785 0.1689523000 0.0005540119 0.0100350420 0.1690989717 -0.0088097989 0.0049573494
1403638525.67783 -1.074907 0.926312 2.285122 0.608889 -0.524894 0.496923 0.326814 0.0017417377 0.0000007839 0.0000004872 0.0017454393 0.0000008690 0.0017410813 0.1900894000 0.0006548775 0.0115825462 0.1902673335 -0.0101738625 0.0052993810
1403638525.72783 -1.153450 0.994178 2.369603 0.606099 -0.526536 0.497866 0.327923 0.0018159271 0.0000007743 0.0000005921 0.0018196123 0.0000008863 0.0018152073 0.2134901182 0.0007709915 0.0133381890 0.2137070911 -0.0117081947 0.0056837337
1403638525.77783 -1.235408 1.064794 2.458224 0.601937 -0.528132 0.499877 0.329957 0.0018921019 0.0000007784 0.0000007060 0.0018957809 0.0000009151 0.0018913642 0.2393470406 0.0009038045 0.0153162738 0.2396102078 -0.0134327505 0.0061141425
1403638525.82783 -1.321365 1.138309 2.551205 0.597896 -0.528937 0.501370 0.333728 0.0019702587 0.0000007837 0.0000008170 0.0019739572 0.0000009678 0.0019695559 0.2678786077 0.0010563139 0.0175502364 0.2681975369 -0.0153691313 0.0065971254
1403638525.87783 -1.411974 1.214942 2.648318 0.594209 -0.529251 0.502227 0.338491 0.0020504030 0.0000007920 0.0000009155 0.0020541500 0.0000010459 0.0020497745 0.2993012172 0.0012323565 0.0200792789 0.2996885703 -0.0175420339 0.0071407135
1403638525.92783 -1.508766 1.295251 2.749453 0.591737 -0.529428 0.501775 0.343184 0.0021325453 0.0000007995 0.0000009928 0.0021363682 0.0000011405 0.0021320058 0.3338505368 0.0014388254 0.0229677593 0.3343251897 -0.0199866804 0.0077583597
1403638525.97783 -1.612435 1.379063 2.854748 0.590619 -0.529618 0.501093 0.345803 0.0022166961 0.0000008152 0.0000010520 0.0022206105 0.0000012258 0.0022162308 0.3717854130 0.0016807917 0.0262724031 0.3723735593 -0.0227261769 0.0084611230
1403638526.02783 -1.723256 1.465649 2.963966 0.590160 -0.530020 0.500298 0.347119 0.0023028552 0.0000008364 0.0000011023 0.0023068649 0.0000013031 0.0023024505 0.4133602322 0.0019616962 0.0300464077 0.4140976725 -0.0257693571 0.0092580250
1403638526.07783 -1.841143 1.555042 3.076661 0.588996 -0.532307 0.499403 0.346886 0.0023910248 0.0000008748 0.0000011532 0.0023951095 0.0000013765 0.0023906721 0.4588342784 0.0022861955 0.0343376494 0.4597627304 -0.0291424984 0.0101599872
1403638526.12783 -1.965925 1.647501 3.192919 0.586569 -0.536294 0.498836 0.345670 0.0024811840 0.0000009279 0.0000012057 0.0024853211 0.0000014488 0.0024809019 0.5085094554 0.0026597012 0.0391957073 0.5096754131 -0.0328811694 0.0111793978
1403638526.17783 -2.097254 1.743287 3.312798 0.583384 -0.540369 0.498800 0.344764 0.0025733052 0.0000009793 0.0000012524 0.0025774898 0.0000015239 0.0025731417 0.5627055571 0.0030876659 0.0446671245 0.5641590403 -0.0370246907 0.0123287476
1403638526.22783 -2.234658 1.842550 3.435711 0.579543 -0.543759 0.499311 0.345173 0.0026673708 0.0000010177 0.0000012848 0.0026716097 0.0000016129 0.0026673912 0.6217169127 0.0035752982 0.0507933970 0.6235106263 -0.0416111125 0.0136199505
1403638526.27689 -2.523845 2.264428 3.524381 0.569130 -0.544797 0.506743 0.350000 0.0027596933 -0.0000506727 -0.0000168536 0.0020412735 -0.0002531907 0.0026741837 0.6335011842 0.1185581684 0.0444651273 0.4378852026 -0.0179133220 0.0117585695
1403638526.32689 -2.676923 2.383897 3.646666 0.563894 -0.546481 0.509374 0.352022 0.0028552993 -0.0000535369 -0.0000182885 0.0021231496 -0.0002635903 0.0027647984 0.6970403781 0.1316494377 0.0538150400 0.4810195509 -0.0277117416 0.0150925648
1403638526.38231 -1.521420 3.243215 3.862965 0.542279 -0.531774 0.507927 0.406399 0.0028757418 -0.0000451696 -0.0001931984 0.0016303095 0.0005136586 0.0006612984 0.1698793143 -0.1500330898 0.0272391049 0.2736280356 -0.0361695765 0.0135484824
1403638526.43231 -1.639462 3.448716 4.007795 0.534294 -0.533192 0.511797 0.410244 0.0030083603 -0.0000259721 -0.0000151857 0.0016303395 0.0005815414 0.0007488563 0.2045232721 -0.1810752337 0.0321262644 0.2959179997 -0.0392888729 0.0153259012
1403638526.48357 -2.023493 4.077121 4.071346 0.518069 -0.533593 0.523932 0.415185 0.0031053300 -0.0000587415 0.0000114040 0.0007509018 0.0001671678 0.0005814762 0.1184526516 -0.0408924370 0.0107504172 0.0826828735 -0.0064879299 0.0108204910
1403638526.53357 -2.154567 4.300914 4.201364 0.510101 -0.535160 0.527750 0.418187 0.0032024945 -0.0001162960 0.0001010495 0.0007899903 0.0001694182 0.0006197475 0.1433585331 -0.0399060784 0.0145684687 0.0896809338 -0.0101698747 0.0135859763
1403638526.58357 -2.287647 4.526326 4.328299 0.502502 -0.536196 0.531491 0.421311 0.0033009816 -0.0001411171 0.0001369441 0.0008274490 0.0001731531 0.0006574213 0.1561383179 -0.0438270845 0.0162166687 0.0974028051 -0.0120480218 0.0147711253
1403638526.63357 -2.426036 4.759107 4.455695 0.495405 -0.536768 0.534308 0.425406 0.0034006196 -0.0001601788 0.0001732636 0.0008648887 0.0001770414 0.0006972791 0.1700900717 -0.0480164988 0.0180507169 0.1058541367 -0.0141724582 0.0160764242
1403638526.68357 -2.569446 4.999753 4.583358 0.488993 -0.537496 0.536160 0.429554 0.0035019412 -0.0001762551 0.0002055041 0.0009026021 0.0001812950 0.0007385015 0.1853305758 -0.0524898591 0.0200910848 0.1151007754 -0.0165677758 0.0175149365
1403638526.73357 -2.717574 5.248413 4.711395 0.483634 -0.538258 0.537057 0.433528 0.0036057637 -0.0001881378 0.0002320257 0.0009405936 0.0001861496 0.0007803173 0.2019738628 -0.0572672925 0.0223578027 0.1252155790 -0.0192598815 0.0190990940
1403638526.78357 -2.870557 5.504868 4.839806 0.479245 -0.538807 0.535810 0.439225 0.0037132163 -0.0001876670 0.0002548372 0.0009764052 0.0001928077 0.0008241191 0.2201245187 -0.0623605903 0.0248709424 0.1362771113 -0.0222757116 0.0208406959
1403638526.83357 -3.026854 5.769209 4.968604 0.475738 -0.539307 0.534676 0.443782 0.0038230468 -0.0001873357 0.0002729510 0.0010138430 0.0001995115 0.0008674032 0.2399075726 -0.0678221298 0.0276477949 0.1483626657 -0.0256397909 0.0227507846
1403638526.88357 -3.186122 6.041788 5.098071 0.473194 -0.540310 0.534029 0.446056 0.0039355885 -0.0001920979 0.0002822460 0.0010541172 0.0002058664 0.0009087294 0.2614717277 -0.0736841986 0.0307118056 0.1615618543 -0.0293853224 0.0248447783
1403638526.93357 -3.348015 6.322464 5.228329 0.470971 -0.542562 0.533324 0.446518 0.0040508615 -0.0002040591 0.0002817798 0.0010965265 0.0002121305 0.0009489011 0.2849497925 -0.0799820442 0.0340834429 0.1759684547 -0.0335440579 0.0271354310
1403638526.99883 -3.105974 6.567760 5.475401 0.467950 -0.564858 0.511517 0.447559 0.0040117861 -0.0003451266 0.0002684646 0.0010382801 0.0002176988 0.0009895465 0.2956289894 -0.0851635955 0.0335259448 0.1912557994 -0.0376240368 0.0283913774
1403638527.04883 -3.303861 6.936391 5.658462 0.462839 -0.573271 0.506918 0.447410 0.0041738582 -0.0003815018 0.0001266078 0.0010688526 0.0002423522 0.0010542016 0.3283973251 -0.1086367272 0.0354370254 0.2137654510 -0.0419796549 0.0301205523
1403638527.09883 -3.457989 7.226990 5.800956 0.457715 -0.580244 0.503398 0.447666 0.0042867346 -0.0004165285 0.0001079667 0.0011084858 0.0002509400 0.0011028868 0.3570579364 -0.1171996940 0.0389913592 0.2326763322 -0.0472358495 0.0326553861
1403638527.14883 -3.613868 7.524786 5.945392 0.451730 -0.586644 0.500685 0.448446 0.0043994794 -0.0004551929 0.0000973392 0.0011498109 0.0002585753 0.0011533717 0.3881401624 -0.1263672840 0.0428661563 0.2532340511 -0.0530020636 0.0353981518
1403638527.19883 -3.770869 7.829397 6.092038 0.444765 -0.591954 0.498795 0.450531 0.0045127452 -0.0004947355 0.0000996994 0.0011918570 0.0002643467 0.0012058486 0.4217987508 -0.1362031707 0.0470755253 0.2755677168 -0.0593106530 0.0383571054
1403638527.24883 -3.928521 8.140827 6.240587 0.436963 -0.596195 0.496805 0.454752 0.0046282954 -0.0005295467 0.0001143781 0.0012318296 0.0002679189 0.0012611998 0.4582138253 -0.1467620652 0.0516364814 0.2998001370 -0.0661975443 0.0415443835
1403638527.29883 -4.086052 8.458959 6.391193 0.428974 -0.599405 0.494062 0.461083 0.0047478385 -0.0005548271 0.0001372829 0.0012678568 0.0002696994 0.0013194588 0.4975723608 -0.1581236489 0.0565618772 0.3260697610 -0.0736992255 0.0449698559
1403638527.34883 -4.242490 8.783898 6.543543 0.421711 -0.601295 0.491218 0.468304 0.0048713179 -0.0005709888 0.0001655582 0.0013016963 0.0002705188 0.0013788746 0.5400801421 -0.1703757014 0.0618622620 0.3545069088 -0.0818529020 0.0486451094
1403638527.39883 -4.397615 9.115887 6.697259 0.415396 -0.602331 0.488704 0.475198 0.0049973399 -0.0005830381 0.0001947716 0.0013359010 0.0002713673 0.0014382999 0.5859629791 -0.1835796032 0.0675554876 0.3852488931 -0.0907038886 0.0525863508
1403638527.44883 -4.551232 9.455023 6.852296 0.410471 -0.602802 0.487013 0.480585 0.0051251676 -0.0005946929 0.0002202396 0.0013729692 0.0002734201 0.0014960555 0.6354529891 -0.1978060129 0.0736585256 0.4184502236 -0.1003001854 0.0568090009
1403638527.49883 -4.703216 9.801309 7.008598 0.406811 -0.602975 0.486528 0.483959 0.0052537920 -0.0006101853 0.0002408314 0.0014147600 0.0002769810 0.0015514394 0.6887846421 -0.2131266562 0.0801877892 0.4542734824 -0.1106910652 0.0613281763
1403638527.54883 -4.853701 10.154860 7.166256 0.404445 -0.602952 0.486348 0.486148 0.0053853670 -0.0006236754 0.0002552146 0.0014584401 0.0002823005 0.0016052869 0.7462193390 -0.2296062507 0.0871652341 0.4928980000 -0.1219335934 0.0661626674
1403638527.59883 -5.002782 10.516003 7.325067 0.403155 -0.602471 0.487306 0.486854 0.0055182463 -0.0006394304 0.0002672114 0.0015063046 0.0002889338 0.0016570911 0.8080471223 -0.2473064402 0.0946160259 0.5345006918 -0.1340901796 0.0713360024
1403638527.64883 -5.151100 10.884932 7.484998 0.402953 -0.600892 0.488802 0.487473 0.0056546689 -0.0006482682 0.0002822743 0.0015546842 0.0002962823 0.0017083934 0.8745645535 -0.2662629515 0.1025744544 0.5792794180 -0.1472300511 0.0768740779
1403638527.69883 -5.299422 11.261798 7.646052 0.403998 -0.598100 0.490812 0.488022 0.0057951008 -0.0006483269 0.0003004089 0.0016034100 0.0003045733 0.0017589986 0.9460809461 -0.2865017836 0.1110807046 0.6274467271 -0.1614274030 0.0828048891
1403638527.74883 -5.448840 11.646692 7.808581 0.405646 -0.595101 0.493406 0.487706 0.0059371452 -0.0006493208 0.0003167197 0.0016552700 0.0003137987 0.0018085994 1.0229278106 -0.3080327543 0.1201862269 0.6792490241 -0.1767657712 0.0891593176
1403638527.79883 -5.599916 12.040306 7.972618 0.407434 -0.592740 0.497048 0.485387 0.0060780492 -0.0006630613 0.0003265211 0.0017142161 0.0003238735 0.0018560708 1.1055236367 -0.3308811966 0.1299495675 0.7349251260 -0.1933437342 0.0959810069
1403638527.84883 -5.753012 12.443567 8.138290 0.409324 -0.590777 0.502078 0.480993 0.0062169928 -0.0006912211 0.0003321370 0.0017814301 0.0003343572 0.0019011315 1.1943546493 -0.3550833297 0.1404369495 0.7947301077 -0.2112750977 0.1033226286
1403638527.89883 -5.908615 12.856470 8.305350 0.410990 -0.588491 0.507668 0.476486 0.0063559167 -0.0007226701 0.0003427350 0.0018518561 0.0003439753 0.0019469012 1.2897910842 -0.3806585883 0.1517039137 0.8589095215 -0.2306510283 0.1112211725
1403638527.94883 -6.067435 13.279067 8.473241 0.411650 -0.586021 0.512276 0.474022 0.0064971948 -0.0007477427 0.0003629769 0.0019185408 0.0003517340 0.0019978335 1.3922109263 -0.4075946209 0.1638170389 0.9277010617 -0.2515671069 0.1197189211
1403638527.99883 -6.229882 13.711257 8.641777 0.411884 -0.582781 0.515596 0.474214 0.0066436521 -0.0007565022 0.0003945577 0.0019780426 0.0003582595 0.0020543931 1.5019985000 -0.4359072836 0.1768390889 1.0013705645 -0.2741197041 0.1288549364
1403638528.04883 -6.395584 14.152638 8.810062 0.412267 -0.578698 0.519398 0.474732 0.0067913996 -0.0007614846 0.0004343325 0.0020384432 0.0003641747 0.0021123067 1.6194589677 -0.4656511860 0.1908053850 1.0801266240 -0.2983797336 0.1386562846
1403638528.09883 -6.565041 14.603583 8.977550 0.413104 -0.574473 0.523952 0.474130 0.0069393485 -0.0007705382 0.0004726381 0.0021035944 0.0003705316 0.0021688100 1.7450504864 -0.4968124578 0.2057974768 1.1642187431 -0.3244624013 0.1491793563
1403638528.14883 -6.739033 15.063749 9.144529 0.414867 -0.570281 0.528377 0.472740 0.0070910972 -0.0007762012 0.0005031128 0.0021704588 0.0003786441 0.0022234176 1.8791709101 -0.5293793685 0.2218968372 1.2539767162 -0.3524745352 0.1604647319
1403638528.19883 -6.918322 15.532275 9.311101 0.417344 -0.566292 0.532380 0.470859 0.0072471541 -0.0007779726 0.0005252327 0.0022380954 0.0003884275 0.0022766551 2.0221174891 -0.5633319228 0.2391759755 1.3497343708 -0.3824996481 0.1725367783
1403638528.24883 -7.103292 16.008442 9.477790 0.420637 -0.561736 0.537149 0.467962 0.0074052234 -0.0007793472 0.0005460941 0.0023101231 0.0003986427 0.0023272614 2.1742394060 -0.5986955758 0.2577049185 1.4518759404 -0.4146296500 0.1854198026
1403638528.29883 -7.294892 16.492343 9.644710 0.423401 -0.557113 0.541759 0.465675 0.0075641473 -0.0007799332 0.0005723797 0.0023822345 0.0004078834 0.0023806835 2.3360304313 -0.6354090469 0.2776038502 1.5607809826 -0.4489969429 0.1991725680
1403638528.34883 -7.493577 16.984901 9.811648 0.424682 -0.553054 0.545346 0.465160 0.0077232869 -0.0007796883 0.0006067306 0.0024506619 0.0004158000 0.0024412141 2.5081644270 -0.6734280846 0.2990118001 1.6768046252 -0.4857739482 0.2138871225
1403638528.39883 -7.699434 17.486730 9.978433 0.424363 -0.550075 0.547608 0.466325 0.0078825634 -0.0007809905 0.0006451478 0.0025149284 0.0004229680 0.0025092217 2.6912912113 -0.7127443144 0.3220542586 1.8003097945 -0.5251259507 0.2296491491
1403638528.44883 -7.912022 17.997852 10.145723 0.423444 -0.548113 0.548197 0.468773 0.0080457630 -0.0007770889 0.0006785320 0.0025739664 0.0004315048 0.0025819208 2.8860331338 -0.7534580927 0.3468238559 1.9317609049 -0.5672064453 0.2465201665
1403638528.49883 -8.130736 18.518934 10.313118 0.421971 -0.548121 0.548178 0.470112 0.0082099574 -0.0007894587 0.0006956260 0.0026362757 0.0004404636 0.0026538041 3.0931057438 -0.7956381303 0.3734261716 2.0715116710 -0.6121911904 0.2645922565
1403638528.54883 -8.355301 19.050617 10.480567 0.419766 -0.550189 0.548044 0.469826 0.0083732775 -0.0008256144 0.0006965557 0.0027046233 0.0004489380 0.0027240441 3.3132917935 -0.8393356978 0.4019869683 2.2199758733 -0.6602782829 0.2839675748
1403638528.59883 -8.585547 19.592676 10.648034 0.416468 -0.553518 0.548065 0.468826 0.0085334256 -0.0008816381 0.0006936142 0.0027780262 0.0004558944 0.0027959405 3.5471852381 -0.8846038845 0.4326069331 2.3775871400 -0.7116207091 0.3047134260
1403638528.64883 -8.821206 20.145835 10.815658 0.412916 -0.556110 0.549610 0.467088 0.0086889031 -0.0009484543 0.0007019503 0.0028591522 0.0004605272 0.0028682377 3.7956851230 -0.9315083000 0.4654269360 2.5448153503 -0.7664486547 0.3269488156
1403638528.69883 -9.062725 20.711066 10.983414 0.409089 -0.557962 0.550085 0.467687 0.0088486039 -0.0009968906 0.0007218421 0.0029321793 0.0004652785 0.0029477558 4.0598034751 -0.9799988296 0.5006485056 2.7221498092 -0.8250334961 0.3508280204
1403638528.74883 -9.309938 21.289274 11.150884 0.405111 -0.559423 0.549210 0.470425 0.0090143293 -0.0010269103 0.0007479585 0.0029959003 0.0004706847 0.0030338323 4.3405484339 -1.0300830521 0.5384455756 2.9100140798 -0.8876416567 0.3765071434
1403638528.79883 -9.562178 21.881907 11.317483 0.400752 -0.560876 0.549850 0.471678 0.0091739434 -0.0010768877 0.0007785393 0.0030701358 0.0004733031 0.0031186999 4.6391411746 -1.0818241914 0.5789953094 3.1087894465 -0.9545917852 0.4041821500
1403638528.84883 -9.819011 22.489479 11.482947 0.396027 -0.562233 0.552736 0.470679 0.0093234343 -0.0011548532 0.0008148049 0.0031606422 0.0004721206 0.0032005605 4.9566148875 -1.1352910492 0.6224513293 3.3189211031 -1.0261585878 0.4340100795
1403638528.89883 -10.080125 23.112496 11.647586 0.391388 -0.563453 0.556393 0.468789 0.0094692959 -0.0012417273 0.0008521221 0.0032589282 0.0004696629 0.0032813312 5.2941346890 -1.1905760832 0.6689861736 3.5409702307 -1.1026535045 0.4661612203
1403638528.94883 -10.345326 23.751438 11.811497 0.387594 -0.564650 0.559813 0.466423 0.0096188369 -0.0013241229 0.0008805898 0.0033591708 0.0004693835 0.0033595393 5.6528928598 -1.2477454676 0.7187846038 3.7754881289 -1.1843990096 0.5008181406
1403638528.99883 -10.614217 24.406347 11.974915 0.384890 -0.565199 0.563193 0.463923 0.0097738312 -0.0013954815 0.0009061513 0.0034592260 0.0004713204 0.0034356650 6.0339993918 -1.3069282424 0.7719984099 4.0230629176 -1.2716933037 0.5381378008
1403638529.04883 -10.886181 25.076411 12.136299 0.382827 -0.565995 0.563844 0.463867 0.0099462951 -0.0014349686 0.0009210229 0.0035402732 0.0004789398 0.0035166619 6.4379744806 -1.3681913963 0.8286866707 4.2839132620 -1.3646803939 0.5782088369
1403638529.09883 -11.160679 25.760091 12.295538 0.382264 -0.565959 0.560507 0.468398 0.0101501294 -0.0014080976 0.0009304404 0.0035846324 0.0004952047 0.0036064756 6.8652404337 -1.4317316412 0.8888716404 4.5585444944 -1.4634719793 0.6210531413
1403638529.14883 -11.437700 26.456483 12.451820 0.382591 -0.565303 0.554939 0.475500 0.0103715317 -0.0013397897 0.0009383232 0.0036094162 0.0005159575 0.0037020172 7.3163030319 -1.4975756396 0.9526417573 4.8473323870 -1.5682135580 0.6667451315
1403638529.19883 -11.716983 27.165113 12.604637 0.383289 -0.564592 0.549337 0.482239 0.0105948005 -0.0012666671 0.0009425592 0.0036368664 0.0005374437 0.0037967814 7.7918735961 -1.5658193263 1.0200908342 5.1507040074 -1.6791007856 0.7153845568
1403638529.24883 -11.999303 27.885383 12.754086 0.384154 -0.563983 0.545154 0.486988 0.0108125356 -0.0012109017 0.0009434207 0.0036783954 0.0005576507 0.0038867241 8.2927138419 -1.6363859104 1.0914104816 5.4693023264 -1.7963589628 0.7670865945
1403638529.29883 -12.284996 28.617376 12.900536 0.385394 -0.564219 0.541884 0.489378 0.0110285716 -0.0011755686 0.0009269623 0.0037327415 0.0005784377 0.0039693109 8.8199647800 -1.7092887254 1.1668157318 5.8038412694 -1.9203092580 0.8220233792
1403638529.34883 -12.574730 29.360327 13.043977 0.387653 -0.564637 0.539555 0.489684 0.0112464773 -0.0011497784 0.0008945729 0.0037972276 0.0006011920 0.0040438238 9.3743085790 -1.7844451232 1.2464940691 6.1549915930 -2.0511561456 0.8802948452
1403638529.39883 -12.868879 30.113485 13.184476 0.390891 -0.566417 0.536726 0.488161 0.0114709954 -0.0011302862 0.0008269478 0.0038663822 0.0006280308 0.0041112010 9.9564286412 -1.8618373592 1.3306107160 6.5234469368 -2.1890996727 0.9419890796
1403638529.44883 -13.167454 30.876001 13.322881 0.395285 -0.569189 0.534276 0.484069 0.0116978018 -0.0011245845 0.0007255902 0.0039455012 0.0006585651 0.0041707280 10.5671254710 -1.9416301380 1.4192971680 6.9101374130 -2.3343600539 1.0071633366
1403638529.49883 -13.471077 31.648408 13.459703 0.400136 -0.572712 0.532130 0.478258 0.0119226916 -0.0011326835 0.0006016011 0.0040324015 0.0006912348 0.0042289493 11.2078911872 -2.0237381812 1.5128815568 7.3159934181 -2.4873637617 1.0760593961
1403638529.54883 -13.780109 32.431061 13.595541 0.405010 -0.575618 0.530006 0.472995 0.0121468790 -0.0011326989 0.0004828528 0.0041183346 0.0007234579 0.0042933762 11.8802257712 -2.1081516749 1.6116691888 7.7420038284 -2.6485355465 1.1489054168
1403638529.59883 -14.094634 33.223993 13.730897 0.408617 -0.577477 0.527326 0.470617 0.0123721396 -0.0011135385 0.0003964743 0.0041941580 0.0007505438 0.0043711840 12.5854943756 -2.1949421486 1.7159145644 8.1891573763 -2.8182582254 1.2258895170
1403638529.64884 -14.418084 34.041412 13.862843 0.410188 -0.578005 0.525699 0.470423 0.0125933210 -0.0010980104 0.0003604326 0.0042683835 0.0007695289 0.0044578910 13.3247376213 -2.2823199323 1.8252900848 8.6512855892 -2.9951209516 1.3067395264
1403638529.69878 -14.722177 34.811400 14.009635 0.409615 -0.576987 0.526506 0.471268 0.0128047482 -0.0011106105 0.0003873253 0.0043524896 0.0007800515 0.0045489524 14.1084905634 -2.3710421728 1.9429199276 9.1404545990 -3.1851021072 1.3947990227
1403638529.74879 -14.991011 35.171438 14.274206 0.408502 -0.576620 0.526975 0.472158 0.0130070588 -0.0011454015 0.0004711193 0.0044209802 0.0007792242 0.0046455739 14.8928588224 -2.4659268806 2.0540097957 9.5763313610 -3.3519653327 1.4711616979
1403638529.79453 -14.857272 33.779492 15.248036 0.368567 -0.629299 0.502396 0.464477 0.0095612486 -0.0030194698 0.0022083504 0.0024611675 -0.0002915687 0.0007044371 11.4276341671 1.1536937855 0.5261801499 5.9573947550 -1.7308617778 0.7624804358
1403638529.84453 -15.178351 34.484465 15.397173 0.363375 -0.626999 0.505792 0.467980 0.0093493624 -0.0037811507 0.0014897776 0.0030411452 -0.0000507179 0.0005294605 10.6408838941 0.8637128469 0.5206884803 6.2922251009 -1.6447886138 0.6561439598
1403638529.89453 -15.535378 35.265473 15.560813 0.358661 -0.624835 0.508668 0.471381 0.0094436415 -0.0038576159 0.0016275421 0.0031117887 -0.0001052011 0.0005770450 11.2208964279 0.9707500066 0.5493470125 6.6222713022 -1.7356709436 0.6927128385
1403638529.94453 -15.899193 36.057203 15.725439 0.355331 -0.623506 0.510766 0.473390 0.0095537158 -0.0039312277 0.0017288007 0.0031799436 -0.0001442912 0.0006130305 11.8278178223 1.0855321106 0.5794666978 6.9676575878 -1.8308058971 0.7311010481
1403638529.99453 -16.269960 36.859285 15.890738 0.353034 -0.623379 0.511495 0.474488 0.0096845345 -0.0040031605 0.0017876180 0.0032430381 -0.0001625121 0.0006350477 12.4623301523 1.2084420206 0.6111196603 7.3289493229 -1.9303010585 0.7713591068
1403638530.04453 -16.646909 37.671812 16.056360 0.351545 -0.624148 0.511617 0.474450 0.0098267975 -0.0040780037 0.0018145915 0.0033087245 -0.0001670096 0.0006447858 13.1254322538 1.3395916000 0.6443062508 7.7064823532 -2.0343096114 0.8135585783
