# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403637150.73884 -0.104468 -0.159907 0.184379 0.651491 -0.501136 0.449386 0.349963 0.0003557864 0.0000015861 -0.0001304875 0.0000070541 -0.0000010521 0.0000547559 0.0025359825 -0.0000063690 0.0000012588 0.0025418438 0.0000113793 0.0025345773
1403637150.78880 -0.108080 -0.178417 0.195127 0.651151 -0.501216 0.449125 0.350815 0.0003556538 0.0000019540 -0.0001302257 0.0000068981 -0.0000011284 0.0000543967 0.0025385099 -0.0000072664 0.0000013222 0.0025422938 0.0000104659 0.0025355602
1403637150.83958 -0.109236 -0.199586 0.195800 0.649714 -0.500219 0.449941 0.353843 0.0003559424 0.0000028398 -0.0001293609 0.0000064869 -0.0000012615 0.0000535097 0.0025413020 -0.0000081147 0.0000019147 0.0025422170 0.0000094187 0.0025351330
1403637150.88963 -0.112624 -0.217847 0.202937 0.647765 -0.498633 0.452253 0.356696 0.0003584274 0.0000039053 -0.0001260601 0.0000061398 -0.0000015552 0.0000505718 0.0025446286 -0.0000092375 0.0000022360 0.0025418267 0.0000090777 0.0025354655
1403637150.93977 -0.116495 -0.236447 0.208386 0.645403 -0.497290 0.455184 0.359118 0.0003602781 0.0000041887 -0.0001232322 0.0000059118 -0.0000015085 0.0000482920 0.0025478884 -0.0000103748 0.0000027580 0.0025415331 0.0000088067 0.0025362106
1403637150.98985 -0.120129 -0.253620 0.214172 0.643467 -0.495726 0.457944 0.361239 0.0003623440 0.0000042401 -0.0001204066 0.0000057626 -0.0000014388 0.0000460751 0.0025516283 -0.0000114991 0.0000033078 0.0025415770 0.0000086400 0.0025371466
1403637151.03995 -0.124451 -0.269308 0.214246 0.641503 -0.494053 0.461048 0.363072 0.0003639678 0.0000040745 -0.0001180821 0.0000055792 -0.0000014486 0.0000441441 0.0025549015 -0.0000128427 0.0000031524 0.0025415462 0.0000082026 0.0025362496
1403637151.08995 -0.127003 -0.284925 0.219078 0.640059 -0.492071 0.463459 0.365234 0.0003661602 0.0000042344 -0.0001148883 0.0000056322 -0.0000014142 0.0000419002 0.0025587526 -0.0000137193 0.0000037615 0.0025425595 0.0000074619 0.0025376617
1403637151.13984 -0.130147 -0.299643 0.223412 0.638290 -0.489893 0.466313 0.367617 0.0003680131 0.0000046939 -0.0001118645 0.0000056260 -0.0000014712 0.0000397869 0.0025627676 -0.0000144574 0.0000039644 0.0025433001 0.0000065448 0.0025359353
1403637151.18963 -0.132698 -0.312422 0.227319 0.638106 -0.488967 0.467168 0.368084 0.0003684888 0.0000048034 -0.0001110039 0.0000056601 -0.0000014565 0.0000392212 0.0025668246 -0.0000152731 0.0000045175 0.0025444218 0.0000056056 0.0025363994
1403637151.23946 -0.135180 -0.323763 0.231279 0.639352 -0.489917 0.465819 0.366364 0.0003672363 0.0000045313 -0.0001127076 0.0000056772 -0.0000013656 0.0000403941 0.0025705756 -0.0000159507 0.0000050583 0.0025457283 0.0000046642 0.0025370097
1403637151.28932 -0.137513 -0.333378 0.237116 0.640676 -0.491473 0.464794 0.363257 0.0003656373 0.0000032824 -0.0001148722 0.0000056659 -0.0000009689 0.0000419078 0.0025740348 -0.0000166248 0.0000055381 0.0025472002 0.0000036396 0.0025376552
1403637151.33917 -0.138687 -0.342506 0.248432 0.641761 -0.494554 0.463944 0.358210 0.0003634463 0.0000001547 -0.0001175892 0.0000051969 -0.0000001325 0.0000436991 0.0025746569 -0.0000167459 0.0000022346 0.0025484644 0.0000039912 0.0025308723
1403637151.38910 -0.141574 -0.350334 0.260155 0.641686 -0.498388 0.464735 0.351951 0.0003612448 -0.0000043081 -0.0001202358 0.0000052246 0.0000014070 0.0000457245 0.0025779463 -0.0000171530 0.0000024131 0.0025497511 0.0000032335 0.0025310768
1403637151.43908 -0.142292 -0.358692 0.275047 0.641527 -0.501646 0.464942 0.347309 0.0003594600 -0.0000080321 -0.0001220887 0.0000052422 0.0000027473 0.0000470726 0.0025791305 -0.0000188353 0.0000024534 0.0025505928 0.0000028774 0.0025304971
1403637151.48904 -0.145554 -0.366619 0.291063 0.643450 -0.500950 0.462870 0.347524 0.0003584442 -0.0000061841 -0.0001233243 0.0000051548 0.0000021626 0.0000480526 0.0025820987 -0.0000197724 0.0000025933 0.0025514150 0.0000025478 0.0025304417
1403637151.53904 -0.148937 -0.375986 0.307426 0.644493 -0.500733 0.461796 0.347332 0.0003578105 -0.0000054813 -0.0001239970 0.0000051384 0.0000019368 0.0000485808 0.0025846261 -0.0000213178 0.0000027370 0.0025530364 0.0000017572 0.0025308966
1403637151.58903 -0.154312 -0.386121 0.322576 0.645385 -0.499870 0.460851 0.348172 0.0003576080 -0.0000040592 -0.0001242000 0.0000051158 0.0000014588 0.0000487724 0.0025887098 -0.0000228622 0.0000028622 0.0025550028 0.0000009113 0.0025314443
1403637151.63902 -0.160554 -0.396494 0.336791 0.646440 -0.498815 0.460040 0.348801 0.0003573977 -0.0000027407 -0.0001244078 0.0000051041 0.0000010222 0.0000489310 0.0025929182 -0.0000250686 0.0000032562 0.0025572773 0.0000001792 0.0025317609
1403637151.68910 -0.168236 -0.404442 0.348515 0.646826 -0.497467 0.460142 0.349874 0.0003575487 -0.0000017233 -0.0001241399 0.0000049481 0.0000006012 0.0000486716 0.0025955746 -0.0000259247 0.0000027838 0.0025579452 0.0000000489 0.0025320359
1403637151.73913 -0.174306 -0.413916 0.359147 0.647630 -0.497132 0.459340 0.349918 0.0003573392 -0.0000012468 -0.0001243440 0.0000049213 0.0000004261 0.0000488330 0.0025986868 -0.0000277143 0.0000025645 0.0025603593 -0.0000007374 0.0025327265
1403637151.78917 -0.180275 -0.423385 0.368228 0.648216 -0.496629 0.459014 0.349974 0.0003571681 -0.0000008090 -0.0001245043 0.0000048936 0.0000002634 0.0000489547 0.0026024324 -0.0000292706 0.0000022653 0.0025625100 -0.0000015192 0.0025334493
1403637151.83917 -0.185790 -0.433593 0.376312 0.648670 -0.496074 0.458804 0.350195 0.0003571390 -0.0000003766 -0.0001244854 0.0000048579 0.0000000966 0.0000489267 0.0026060106 -0.0000305924 0.0000017841 0.0025644968 -0.0000022059 0.0025341338
1403637151.88920 -0.191506 -0.444153 0.383026 0.649109 -0.495454 0.458336 0.350873 0.0003571295 0.0000004397 -0.0001244463 0.0000048280 -0.0000002042 0.0000488880 0.0026100651 -0.0000318866 0.0000012681 0.0025664651 -0.0000029206 0.0025348973
1403637151.93919 -0.195190 -0.456237 0.389478 0.649761 -0.495237 0.457359 0.351246 0.0003568291 0.0000010608 -0.0001247479 0.0000047351 -0.0000004621 0.0000491095 0.0026134003 -0.0000323811 0.0000003169 0.0025670724 -0.0000028128 0.0025351381
1403637151.98919 -0.196503 -0.467810 0.396405 0.649763 -0.495485 0.457219 0.351075 0.0003565285 0.0000009774 -0.0001250487 0.0000046995 -0.0000004407 0.0000493394 0.0026174905 -0.0000336998 -0.0000001320 0.0025675862 -0.0000030983 0.0025356629
1403637152.03918 -0.201102 -0.478106 0.403792 0.649865 -0.495665 0.457333 0.350484 0.0003563191 0.0000006193 -0.0001252720 0.0000046948 -0.0000003115 0.0000495133 0.0026219571 -0.0000346235 -0.0000002861 0.0025688878 -0.0000038577 0.0025364565
1403637152.08925 -0.205384 -0.487663 0.412210 0.649945 -0.496000 0.457530 0.349603 0.0003559830 -0.0000000571 -0.0001256442 0.0000046772 -0.0000000701 0.0000498070 0.0026255595 -0.0000359700 -0.0000003905 0.0025706229 -0.0000044795 0.0025370502
1403637152.13929 -0.208392 -0.498697 0.422374 0.650199 -0.496526 0.457184 0.348836 0.0003555347 -0.0000005491 -0.0001261433 0.0000046695 0.0000001133 0.0000501822 0.0026292413 -0.0000371152 -0.0000006223 0.0025718250 -0.0000050638 0.0025375240
1403637152.18926 -0.212179 -0.508482 0.430704 0.650452 -0.497136 0.456720 0.348103 0.0003550113 -0.0000007409 -0.0001267410 0.0000046636 0.0000001883 0.0000506742 0.0026338162 -0.0000383873 -0.0000007082 0.0025734256 -0.0000057834 0.0025381585
1403637152.23931 -0.216272 -0.519528 0.438525 0.650529 -0.497915 0.456750 0.346803 0.0003545413 -0.0000015787 -0.0001272653 0.0000046646 0.0000004998 0.0000511060 0.0026378466 -0.0000397735 -0.0000008279 0.0025750811 -0.0000064601 0.0025388185
1403637152.28928 -0.220767 -0.531835 0.445153 0.650821 -0.498230 0.456319 0.346371 0.0003541505 -0.0000016524 -0.0001277004 0.0000046603 0.0000005335 0.0000514627 0.0026426117 -0.0000414620 -0.0000008798 0.0025768775 -0.0000071584 0.0025394675
1403637152.33935 -0.225843 -0.545069 0.450672 0.650873 -0.499343 0.456349 0.344625 0.0003534660 -0.0000028468 -0.0001284596 0.0000046697 0.0000009845 0.0000521013 0.0026479562 -0.0000433579 -0.0000009556 0.0025787037 -0.0000077874 0.0025400502
1403637152.38945 -0.229506 -0.558916 0.455423 0.651176 -0.498627 0.456134 0.345374 0.0003536450 -0.0000022014 -0.0001282335 0.0000046508 0.0000007450 0.0000518822 0.0026533978 -0.0000455343 -0.0000010595 0.0025805991 -0.0000082386 0.0025404371
1403637152.43936 -0.235489 -0.573218 0.458210 0.651461 -0.498787 0.455768 0.345089 0.0003532970 -0.0000020766 -0.0001286214 0.0000046425 0.0000007094 0.0000522063 0.0026599068 -0.0000476387 -0.0000010198 0.0025821883 -0.0000087678 0.0025409542
1403637152.48942 -0.237819 -0.589258 0.460600 0.652023 -0.498261 0.455105 0.345661 0.0003531546 -0.0000014889 -0.0001287713 0.0000046023 0.0000004883 0.0000522830 0.0026654533 -0.0000503139 -0.0000010272 0.0025837421 -0.0000088808 0.0025410934
1403637152.53938 -0.243554 -0.605237 0.461325 0.651925 -0.498110 0.455394 0.345683 0.0003532743 -0.0000013354 -0.0001286123 0.0000045899 0.0000004354 0.0000521346 0.0026731584 -0.0000525166 -0.0000008856 0.0025847439 -0.0000090664 0.0025412788
1403637152.58930 -0.249545 -0.627340 0.461563 0.652087 -0.498222 0.454652 0.346193 0.0003529882 -0.0000006761 -0.0001289112 0.0000045675 0.0000001931 0.0000523745 0.0026807974 -0.0000557584 -0.0000006688 0.0025852685 -0.0000090291 0.0025412185
1403637152.63934 -0.252870 -0.645792 0.463165 0.651897 -0.497763 0.454914 0.346866 0.0003535554 -0.0000006575 -0.0001282292 0.0000045407 0.0000001684 0.0000517567 0.0026917489 -0.0000592826 -0.0000011530 0.0025865853 -0.0000087715 0.0025407714
1403637152.68941 -0.258575 -0.662935 0.461720 0.651447 -0.497641 0.455414 0.347229 0.0003538126 -0.0000005313 -0.0001279083 0.0000045275 0.0000001223 0.0000514721 0.0027016540 -0.0000620868 -0.0000011409 0.0025876342 -0.0000087516 0.0025406061
1403637152.73948 -0.265028 -0.679970 0.461035 0.650327 -0.497297 0.456946 0.347807 0.0003547503 -0.0000009274 -0.0001267712 0.0000045148 0.0000002652 0.0000505049 0.0027109080 -0.0000653027 -0.0000011677 0.0025896583 -0.0000088344 0.0025404600
1403637152.78958 -0.271591 -0.697062 0.461465 0.648402 -0.497272 0.460044 0.347354 0.0003560504 -0.0000027430 -0.0001251478 0.0000045244 0.0000009149 0.0000491647 0.0027206312 -0.0000686799 -0.0000011237 0.0025922149 -0.0000090872 0.0025404671
1403637152.83970 -0.278851 -0.713788 0.463796 0.646887 -0.496837 0.462047 0.348142 0.0003572851 -0.0000033443 -0.0001235840 0.0000045247 0.0000011170 0.0000478956 0.0027301702 -0.0000721700 -0.0000011349 0.0025951951 -0.0000094125 0.0025404678
1403637152.88974 -0.285463 -0.729070 0.468176 0.645946 -0.495929 0.463753 0.348914 0.0003584025 -0.0000036034 -0.0001221464 0.0000045191 0.0000011923 0.0000467483 0.0027392241 -0.0000755855 -0.0000012891 0.0025985889 -0.0000098205 0.0025405339
1403637152.93970 -0.293761 -0.741941 0.473491 0.645621 -0.494553 0.464523 0.350442 0.0003592971 -0.0000026815 -0.0001210020 0.0000044973 0.0000008719 0.0000458566 0.0027480193 -0.0000789084 -0.0000013040 0.0026023703 -0.0000105168 0.0025408466
1403637152.98967 -0.301914 -0.754327 0.480367 0.645798 -0.494095 0.464461 0.350843 0.0003594159 -0.0000022652 -0.0001208404 0.0000044866 0.0000007358 0.0000457311 0.0027562741 -0.0000824297 -0.0000013831 0.0026066677 -0.0000112990 0.0025412314
1403637153.03966 -0.310274 -0.765560 0.488145 0.645917 -0.493335 0.464596 0.351515 0.0003597414 -0.0000016950 -0.0001204125 0.0000044756 0.0000005453 0.0000454009 0.0027638009 -0.0000858213 -0.0000015135 0.0026111225 -0.0000120824 0.0025415795
1403637153.08966 -0.319169 -0.777522 0.496094 0.646588 -0.493295 0.463215 0.352158 0.0003593359 -0.0000006871 -0.0001209402 0.0000044649 0.0000002080 0.0000458041 0.0027713169 -0.0000892553 -0.0000016760 0.0026156442 -0.0000127481 0.0025418951
1403637153.13962 -0.327648 -0.791297 0.503941 0.647431 -0.493251 0.462081 0.352162 0.0003588535 -0.0000000776 -0.0001215572 0.0000044595 0.0000000025 0.0000462790 0.0027793635 -0.0000929102 -0.0000019089 0.0026202585 -0.0000133574 0.0025421810
1403637153.18966 -0.337973 -0.806418 0.510497 0.648214 -0.493721 0.460827 0.351706 0.0003580849 0.0000003189 -0.0001225319 0.0000044569 -0.0000001285 0.0000470383 0.0027888128 -0.0000970172 -0.0000020410 0.0026247094 -0.0000139253 0.0025425518
1403637153.23964 -0.347141 -0.819494 0.514470 0.649329 -0.493391 0.459090 0.352383 0.0003574688 0.0000016307 -0.0001232937 0.0000044626 -0.0000005843 0.0000476420 0.0027994437 -0.0001018228 -0.0000022745 0.0026300949 -0.0000146659 0.0025430302
1403637153.28962 -0.356218 -0.832732 0.517237 0.650007 -0.493086 0.458160 0.352770 0.0003571631 0.0000024454 -0.0001236585 0.0000044702 -0.0000008693 0.0000479327 0.0028087254 -0.0001059790 -0.0000025403 0.0026352597 -0.0000153754 0.0025434716
1403637153.33966 -0.365070 -0.846223 0.519259 0.650429 -0.492655 0.457542 0.353396 0.0003570875 0.0000032219 -0.0001237313 0.0000044799 -0.0000011399 0.0000479901 0.0028184535 -0.0001103045 -0.0000027976 0.0026405296 -0.0000160136 0.0025438769
1403637153.38972 -0.373418 -0.859954 0.521219 0.651191 -0.492404 0.456249 0.354012 0.0003566741 0.0000042644 -0.0001242116 0.0000044988 -0.0000015113 0.0000483757 0.0028284616 -0.0001146061 -0.0000030668 0.0026456843 -0.0000165635 0.0025442449
1403637153.43970 -0.382069 -0.875036 0.524359 0.652072 -0.492437 0.455176 0.353727 0.0003560415 0.0000047611 -0.0001249718 0.0000045086 -0.0000016980 0.0000489899 0.0028388850 -0.0001188027 -0.0000033734 0.0026507142 -0.0000171056 0.0025446020
1403637153.48980 -0.390155 -0.889788 0.529597 0.653340 -0.492710 0.453159 0.353597 0.0003549811 0.0000056509 -0.0001262241 0.0000045318 -0.0000020393 0.0000500190 0.0028499017 -0.0001233131 -0.0000036967 0.0026559037 -0.0000175550 0.0025449821
1403637153.53988 -0.398133 -0.905229 0.536215 0.654673 -0.493509 0.451167 0.352562 0.0003536022 0.0000059617 -0.0001278547 0.0000045397 -0.0000021865 0.0000513827 0.0028613037 -0.0001276195 -0.0000040935 0.0026607425 -0.0000179686 0.0025453830
1403637153.58978 -0.405915 -0.926137 0.546304 0.654912 -0.494573 0.450644 0.351294 0.0003528835 0.0000053231 -0.0001287197 0.0000045149 -0.0000019686 0.0000521117 0.0028732938 -0.0001323078 -0.0000044419 0.0026647184 -0.0000182162 0.0025456106
1403637153.63962 -0.413494 -0.943925 0.555560 0.655433 -0.494555 0.449911 0.351289 0.0003524769 0.0000056361 -0.0001291770 0.0000045242 -0.0000020943 0.0000525033 0.0028902825 -0.0001380692 -0.0000048848 0.0026692606 -0.0000188749 0.0025461794
1403637153.68951 -0.420421 -0.961780 0.566963 0.654856 -0.494190 0.450983 0.351502 0.0003530810 0.0000053370 -0.0001284826 0.0000045140 -0.0000019695 0.0000519032 0.0029049449 -0.0001432992 -0.0000052863 0.0026735923 -0.0000195117 0.0025468219
1403637153.73951 -0.426522 -0.979247 0.579469 0.654651 -0.493635 0.451107 0.352504 0.0003535010 0.0000059121 -0.0001279612 0.0000045325 -0.0000021701 0.0000514596 0.0029194531 -0.0001485676 -0.0000055732 0.0026776743 -0.0000200356 0.0025475108
1403637153.78948 -0.432035 -0.997400 0.592310 0.653212 -0.492963 0.453050 0.353622 0.0003548636 0.0000056320 -0.0001263449 0.0000045230 -0.0000020337 0.0000501000 0.0029339502 -0.0001536403 -0.0000058709 0.0026814747 -0.0000206284 0.0025482314
1403637153.83948 -0.437334 -1.013639 0.602629 0.652014 -0.493041 0.454885 0.353366 0.0003556863 0.0000044678 -0.0001253902 0.0000044901 -0.0000015978 0.0000493052 0.0029491033 -0.0001587330 -0.0000061015 0.0026851619 -0.0000212167 0.0025490114
1403637153.88952 -0.442617 -1.030473 0.611928 0.651724 -0.492642 0.455042 0.354255 0.0003560754 0.0000049028 -0.0001248942 0.0000045027 -0.0000017440 0.0000488995 0.0029630423 -0.0001635464 -0.0000063659 0.0026890784 -0.0000218392 0.0025498010
1403637153.93953 -0.447876 -1.046724 0.619113 0.651096 -0.491885 0.455824 0.355453 0.0003568819 0.0000052911 -0.0001238776 0.0000045152 -0.0000018620 0.0000480774 0.0029775603 -0.0001683105 -0.0000067052 0.0026932338 -0.0000226173 0.0025506885
1403637153.98952 -0.453887 -1.062775 0.624126 0.650438 -0.492095 0.456792 0.355127 0.0003572216 0.0000045558 -0.0001234801 0.0000044954 -0.0000015967 0.0000477525 0.0029916273 -0.0001729293 -0.0000069727 0.0026975688 -0.0000233239 0.0025515571
1403637154.03954 -0.458535 -1.078011 0.626491 0.650672 -0.492339 0.456439 0.354812 0.0003569473 0.0000044811 -0.0001238235 0.0000044948 -0.0000015750 0.0000480252 0.0030056454 -0.0001777986 -0.0000073269 0.0027024982 -0.0000241070 0.0025524516
1403637154.08961 -0.462419 -1.092330 0.626278 0.650911 -0.493990 0.456122 0.352480 0.0003559494 0.0000029411 -0.0001251010 0.0000044631 -0.0000010462 0.0000490522 0.0030191363 -0.0001821013 -0.0000076160 0.0027068126 -0.0000247743 0.0025532983
1403637154.13964 -0.465175 -1.107185 0.624160 0.651473 -0.497593 0.455317 0.347377 0.0003536556 -0.0000003131 -0.0001278885 0.0000044378 0.0000001167 0.0000513633 0.0030318340 -0.0001860498 -0.0000078463 0.0027098026 -0.0000249336 0.0025537754
1403637154.18960 -0.471022 -1.119853 0.619848 0.651056 -0.503836 0.455516 0.338792 0.0003502830 -0.0000067280 -0.0001315869 0.0000045649 0.0000025621 0.0000545899 0.0030435078 -0.0001896541 -0.0000077273 0.0027088030 -0.0000244678 0.0025537501
1403637154.23949 -0.474818 -1.129793 0.612018 0.649925 -0.509250 0.456658 0.331247 0.0003477034 -0.0000128462 -0.0001339723 0.0000049137 0.0000050185 0.0000568138 0.0030547985 -0.0001940413 -0.0000079010 0.0027101500 -0.0000241615 0.0025537834
1403637154.28938 -0.479029 -1.139289 0.602843 0.649304 -0.513597 0.457054 0.325153 0.0003451706 -0.0000174571 -0.0001361445 0.0000053258 0.0000069823 0.0000589262 0.0030643776 -0.0001975270 -0.0000080135 0.0027091384 -0.0000231841 0.0025533562
1403637154.33931 -0.483626 -1.149771 0.592913 0.648878 -0.515581 0.457273 0.322544 0.0003440576 -0.0000195214 -0.0001370145 0.0000055515 0.0000078846 0.0000598040 0.0030739040 -0.0002020023 -0.0000078623 0.0027075499 -0.0000216541 0.0025525956
1403637154.38924 -0.488665 -1.162224 0.583033 0.649320 -0.514369 0.456279 0.324988 0.0003446624 -0.0000174929 -0.0001366543 0.0000053260 0.0000070368 0.0000594128 0.0030845457 -0.0002079019 -0.0000073305 0.0027048111 -0.0000192277 0.0025514344
1403637154.43906 -0.493892 -1.174477 0.571617 0.648728 -0.511258 0.456881 0.330190 0.0003472586 -0.0000144157 -0.0001342630 0.0000050293 0.0000056587 0.0000571008 0.0030969266 -0.0002147159 -0.0000064794 0.0027027268 -0.0000163271 0.0025497573
1403637154.48904 -0.500166 -1.188556 0.561140 0.647851 -0.507839 0.457839 0.335815 0.0003501305 -0.0000111953 -0.0001314095 0.0000047808 0.0000042720 0.0000544612 0.0031082915 -0.0002221588 -0.0000051887 0.0027007771 -0.0000133573 0.0025480431
1403637154.53906 -0.507034 -1.204461 0.550548 0.647538 -0.505252 0.457613 0.340597 0.0003519885 -0.0000080490 -0.0001295235 0.0000045993 0.0000030197 0.0000527678 0.0031216236 -0.0002302106 -0.0000040610 0.0027007406 -0.0000111351 0.0025468724
1403637154.58909 -0.516506 -1.224407 0.541356 0.648273 -0.503406 0.455471 0.344775 0.0003526267 -0.0000043999 -0.0001289585 0.0000044670 0.0000016554 0.0000522533 0.0031367925 -0.0002383563 -0.0000031885 0.0027026973 -0.0000099218 0.0025463919
1403637154.63922 -0.525824 -1.244594 0.532910 0.650387 -0.502024 0.451176 0.348438 0.0003519358 -0.0000000443 -0.0001298333 0.0000044108 0.0000000484 0.0000529945 0.0031563145 -0.0002481126 -0.0000027672 0.0027069852 -0.0000095351 0.0025465390
1403637154.68942 -0.533161 -1.265344 0.524625 0.653377 -0.501655 0.444907 0.351423 0.0003497947 0.0000046368 -0.0001321711 0.0000044679 -0.0000017363 0.0000550629 0.0031769997 -0.0002575115 -0.0000024749 0.0027114051 -0.0000092912 0.0025465012
1403637154.73940 -0.541841 -1.286562 0.516149 0.654996 -0.502819 0.439338 0.353744 0.0003478668 0.0000078204 -0.0001341418 0.0000045802 -0.0000030116 0.0000568738 0.0031985383 -0.0002657850 -0.0000023119 0.0027156421 -0.0000091176 0.0025466113
1403637154.78937 -0.548102 -1.304160 0.507265 0.654643 -0.506338 0.434018 0.355940 0.0003459312 0.0000096382 -0.0001360898 0.0000046678 -0.0000037945 0.0000587109 0.0032213305 -0.0002751412 -0.0000021819 0.0027194354 -0.0000085560 0.0025465220
1403637154.83941 -0.556848 -1.326809 0.501647 0.652991 -0.511448 0.429403 0.357263 0.0003441970 0.0000099219 -0.0001378738 0.0000046805 -0.0000039763 0.0000604280 0.0032413294 -0.0002820429 -0.0000021591 0.0027232827 -0.0000084261 0.0025467624
