# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1580572335.36927 0.000419 0.005182 0.002292 -0.999910 0.000029 -0.009148 0.009819 0.0000054213 -0.0000001408 -0.0000071735 0.0000054428 0.0000077440 0.0003997287 0.0029239097 -0.0000000031 0.0000000187 0.0029238980 -0.0000000693 0.0029028539
1580572335.49264 0.000240 0.004762 0.002571 -0.999910 0.000043 -0.009143 0.009846 0.0000053385 -0.0000001409 -0.0000071750 0.0000053601 0.0000077456 0.0003997284 0.0029173545 -0.0000000031 0.0000000229 0.0029173429 -0.0000000679 0.0028988272
1580572335.60841 -0.000203 0.004645 0.002370 -0.999909 0.000046 -0.009173 0.009846 0.0000052709 -0.0000001409 -0.0000071762 0.0000052925 0.0000077470 0.0003997282 0.0029119928 -0.0000000031 0.0000000259 0.0029119811 -0.0000000665 0.0028954370
1580572335.72538 -0.000290 0.004807 0.002744 -0.999909 0.000047 -0.009179 0.009851 0.0000052106 -0.0000001409 -0.0000071773 0.0000052322 0.0000077481 0.0003997281 0.0029072119 -0.0000000031 0.0000000281 0.0029072003 -0.0000000649 0.0028923379
1580572335.84044 -0.001023 0.005113 0.002247 -0.999909 0.000044 -0.009217 0.009833 0.0000051578 -0.0000001409 -0.0000071783 0.0000051794 0.0000077492 0.0003997279 0.0029030297 -0.0000000031 0.0000000298 0.0029030181 -0.0000000634 0.0028895657
1580572335.95653 -0.001299 0.004873 0.002639 -0.999909 0.000048 -0.009240 0.009846 0.0000051101 -0.0000001409 -0.0000071791 0.0000051317 0.0000077501 0.0003997278 0.0028992513 -0.0000000031 0.0000000310 0.0028992397 -0.0000000619 0.0028870106
1580572336.07567 -0.001267 0.004986 0.002880 -0.999909 0.000044 -0.009232 0.009848 0.0000050662 -0.0000001410 -0.0000071799 0.0000050878 0.0000077510 0.0003997277 0.0028957655 -0.0000000031 0.0000000319 0.0028957538 -0.0000000603 0.0028846094
1580572336.19042 -0.001434 0.004955 0.002639 -0.999909 0.000048 -0.009237 0.009849 0.0000050279 -0.0000001410 -0.0000071806 0.0000050494 0.0000077517 0.0003997277 0.0028927290 -0.0000000031 0.0000000325 0.0028927174 -0.0000000588 0.0028824825
1580572336.30637 -0.001601 0.004855 0.002972 -0.999909 0.000050 -0.009250 0.009853 0.0000049926 -0.0000001410 -0.0000071813 0.0000050142 0.0000077524 0.0003997276 0.0028899378 -0.0000000031 0.0000000329 0.0028899261 -0.0000000573 0.0028804977
1580572336.42201 -0.001563 0.005147 0.003111 -0.999909 0.000053 -0.009246 0.009836 0.0000049606 -0.0000001410 -0.0000071819 0.0000049822 0.0000077530 0.0003997275 0.0028873949 -0.0000000031 0.0000000332 0.0028873833 -0.0000000559 0.0028786642
1580572336.53938 -0.001592 0.005516 0.003069 -0.999909 0.000053 -0.009249 0.009814 0.0000049307 -0.0000001410 -0.0000071824 0.0000049523 0.0000077536 0.0003997275 0.0028850294 -0.0000000031 0.0000000333 0.0028850178 -0.0000000545 0.0028769366
1580572336.65576 -0.001528 0.004889 0.002742 -0.999909 0.000054 -0.009247 0.009846 0.0000049035 -0.0000001410 -0.0000071829 0.0000049251 0.0000077542 0.0003997274 0.0028828726 -0.0000000031 0.0000000333 0.0028828610 -0.0000000532 0.0028753425
1580572336.77318 -0.001465 0.004797 0.002561 -0.999909 0.000052 -0.009240 0.009850 0.0000048782 -0.0000001410 -0.0000071833 0.0000048998 0.0000077547 0.0003997274 0.0028808648 -0.0000000031 0.0000000332 0.0028808532 -0.0000000519 0.0028738419
1580572336.88935 -0.001691 0.004938 0.002497 -0.999909 0.000053 -0.009254 0.009843 0.0000048550 -0.0000001410 -0.0000071838 0.0000048766 0.0000077551 0.0003997274 0.0028790263 -0.0000000031 0.0000000330 0.0028790146 -0.0000000507 0.0028724538
1580572337.01526 -0.001800 0.004475 0.002603 -0.999908 0.000052 -0.009257 0.009868 0.0000048317 -0.0000001410 -0.0000071842 0.0000048533 0.0000077556 0.0003997273 0.0028771814 -0.0000000031 0.0000000328 0.0028771698 -0.0000000494 0.0028710470
1580572337.13026 -0.001953 0.004601 0.002322 -0.999908 0.000052 -0.009268 0.009863 0.0000048119 -0.0000001410 -0.0000071846 0.0000048336 0.0000077559 0.0003997273 0.0028756167 -0.0000000031 0.0000000325 0.0028756051 -0.0000000483 0.0028698429
1580572337.24601 -0.002021 0.004761 0.002036 -0.999908 0.000052 -0.009272 0.009854 0.0000047934 -0.0000001411 -0.0000071849 0.0000048150 0.0000077563 0.0003997273 0.0028741457 -0.0000000031 0.0000000322 0.0028741341 -0.0000000472 0.0028687015
1580572337.36750 -0.002024 0.004623 0.002113 -0.999908 0.000053 -0.009271 0.009861 0.0000047752 -0.0000001411 -0.0000071852 0.0000047968 0.0000077567 0.0003997273 0.0028727032 -0.0000000031 0.0000000319 0.0028726916 -0.0000000461 0.0028675734
1580572337.48584 -0.002326 0.004714 0.002006 -0.999908 0.000055 -0.009289 0.009857 0.0000047586 -0.0000001411 -0.0000071855 0.0000047802 0.0000077570 0.0003997273 0.0028713885 -0.0000000031 0.0000000316 0.0028713769 -0.0000000451 0.0028665374
1580572337.60024 -0.002216 0.004843 0.002075 -0.999908 0.000054 -0.009282 0.009848 0.0000047435 -0.0000001411 -0.0000071858 0.0000047651 0.0000077573 0.0003997272 0.0028701946 -0.0000000031 0.0000000312 0.0028701829 -0.0000000441 0.0028655901
1580572337.71940 -0.002259 0.004907 0.001923 -0.999908 0.000054 -0.009284 0.009844 0.0000047288 -0.0000001411 -0.0000071861 0.0000047504 0.0000077576 0.0003997272 0.0028690243 -0.0000000031 0.0000000309 0.0028690126 -0.0000000432 0.0028646555
1580572337.83707 -0.002406 0.004745 0.001935 -0.999908 0.000053 -0.009295 0.009854 0.0000047150 -0.0000001411 -0.0000071863 0.0000047366 0.0000077579 0.0003997272 0.0028679357 -0.0000000031 0.0000000305 0.0028679241 -0.0000000423 0.0028637808
1580572337.95098 -0.002489 0.005076 0.001956 -0.999908 0.000052 -0.009300 0.009835 0.0000047025 -0.0000001411 -0.0000071865 0.0000047241 0.0000077581 0.0003997272 0.0028669403 -0.0000000031 0.0000000301 0.0028669286 -0.0000000415 0.0028629763
1580572338.07099 -0.002540 0.005037 0.001901 -0.999908 0.000052 -0.009304 0.009838 0.0000046900 -0.0000001411 -0.0000071868 0.0000047116 0.0000077583 0.0003997272 0.0028659484 -0.0000000031 0.0000000298 0.0028659368 -0.0000000406 0.0028621702
1580572338.18633 -0.002681 0.004956 0.001895 -0.999908 0.000052 -0.009311 0.009842 0.0000046786 -0.0000001411 -0.0000071870 0.0000047002 0.0000077586 0.0003997272 0.0028650459 -0.0000000031 0.0000000294 0.0028650343 -0.0000000398 0.0028614330
1580572338.30227 -0.002658 0.005184 0.001764 -0.999908 0.000051 -0.009310 0.009830 0.0000046677 -0.0000001411 -0.0000071872 0.0000046893 0.0000077588 0.0003997272 0.0028641850 -0.0000000031 0.0000000290 0.0028641734 -0.0000000391 0.0028607262
1580572338.42132 -0.002887 0.005120 0.001628 -0.999908 0.000051 -0.009323 0.009834 0.0000046571 -0.0000001411 -0.0000071874 0.0000046787 0.0000077590 0.0003997272 0.0028633456 -0.0000000031 0.0000000286 0.0028633340 -0.0000000383 0.0028600338
1580572338.54017 -0.003089 0.005187 0.001332 -0.999908 0.000050 -0.009335 0.009830 0.0000046471 -0.0000001411 -0.0000071875 0.0000046687 0.0000077592 0.0003997272 0.0028625494 -0.0000000031 0.0000000283 0.0028625378 -0.0000000376 0.0028593740
1580572338.65570 -0.003197 0.005290 0.001207 -0.999908 0.000051 -0.009341 0.009825 0.0000046378 -0.0000001411 -0.0000071877 0.0000046594 0.0000077594 0.0003997271 0.0028618127 -0.0000000031 0.0000000279 0.0028618010 -0.0000000369 0.0028587608
1580572338.77198 -0.003183 0.005381 0.001098 -0.999908 0.000050 -0.009341 0.009819 0.0000046288 -0.0000001411 -0.0000071879 0.0000046504 0.0000077595 0.0003997271 0.0028611055 -0.0000000031 0.0000000276 0.0028610939 -0.0000000363 0.0028581699
1580572338.89000 -0.003272 0.005559 0.000891 -0.999908 0.000050 -0.009344 0.009810 0.0000046202 -0.0000001411 -0.0000071880 0.0000046418 0.0000077597 0.0003997271 0.0028604207 -0.0000000031 0.0000000272 0.0028604090 -0.0000000356 0.0028575954
1580572339.00945 -0.003736 0.006727 0.000760 -0.999908 0.000058 -0.009376 0.009830 0.0000046290 -0.0000001458 -0.0000074130 0.0000046428 0.0000077726 0.0003997188 0.0029500034 0.0000000100 0.0000000573 0.0029499909 -0.0000000496 0.0029460874
1580572339.12495 -0.003772 0.006664 0.000341 -0.999908 0.000057 -0.009377 0.009831 0.0000046209 -0.0000001458 -0.0000074131 0.0000046347 0.0000077727 0.0003997188 0.0029491028 0.0000000100 0.0000000569 0.0029490903 -0.0000000487 0.0029453288
1580572339.23782 -0.003929 0.006729 0.000116 -0.999908 0.000060 -0.009386 0.009827 0.0000046133 -0.0000001458 -0.0000074133 0.0000046271 0.0000077729 0.0003997188 0.0029482604 0.0000000100 0.0000000565 0.0029482479 -0.0000000479 0.0029446165
1580572339.35601 -0.004338 0.007771 -0.000032 -0.999908 0.000078 -0.009352 0.009818 0.0000046131 -0.0000001452 -0.0000073941 0.0000046273 0.0000077640 0.0003997204 0.0030500573 0.0000000135 0.0000000738 0.0030500406 -0.0000000636 0.0030451459
1580572339.46806 -0.004710 0.008790 0.000027 -0.999908 0.000073 -0.009384 0.009794 0.0000046146 -0.0000001454 -0.0000074192 0.0000046271 0.0000077450 0.0003997208 0.0031601631 0.0000000165 0.0000000917 0.0031601411 -0.0000000813 0.0031537639
1580572339.58551 -0.005025 0.009082 0.000133 -0.999908 0.000072 -0.009394 0.009784 0.0000046070 -0.0000001454 -0.0000074193 0.0000046195 0.0000077452 0.0003997208 0.0031586540 0.0000000165 0.0000000911 0.0031586319 -0.0000000800 0.0031524833
1580572339.69848 -0.005222 0.008720 -0.000206 -0.999908 0.000075 -0.009404 0.009792 0.0000046000 -0.0000001454 -0.0000074195 0.0000046125 0.0000077453 0.0003997208 0.0031572627 0.0000000165 0.0000000904 0.0031572406 -0.0000000788 0.0031512986
1580572339.80965 -0.005667 0.009756 -0.000102 -0.999908 0.000095 -0.009428 0.009787 0.0000046019 -0.0000001460 -0.0000074541 0.0000046129 0.0000077400 0.0003997203 0.0032797297 0.0000000221 0.0000001134 0.0032797044 -0.0000000983 0.0032721115
1580572339.92193 -0.005873 0.010295 -0.000497 -0.999908 0.000091 -0.009434 0.009769 0.0000045952 -0.0000001460 -0.0000074542 0.0000046062 0.0000077401 0.0003997203 0.0032780157 0.0000000221 0.0000001128 0.0032779904 -0.0000000969 0.0032706473
1580572340.03491 -0.006075 0.009816 -0.000768 -0.999908 0.000088 -0.009443 0.009782 0.0000045887 -0.0000001460 -0.0000074544 0.0000045996 0.0000077402 0.0003997202 0.0032763587 0.0000000221 0.0000001121 0.0032763334 -0.0000000955 0.0032692275
1580572340.14752 -0.006093 0.009961 -0.001227 -0.999908 0.000091 -0.009447 0.009782 0.0000045824 -0.0000001460 -0.0000074545 0.0000045934 0.0000077404 0.0003997202 0.0032747709 0.0000000221 0.0000001114 0.0032747456 -0.0000000941 0.0032678627
1580572340.26106 -0.006397 0.010423 -0.001385 -0.999908 0.000086 -0.009460 0.009759 0.0000045764 -0.0000001460 -0.0000074546 0.0000045874 0.0000077405 0.0003997202 0.0032732306 0.0000000221 0.0000001107 0.0032732053 -0.0000000928 0.0032665349
1580572340.38116 -0.006681 0.010008 -0.001693 -0.999907 0.000088 -0.009469 0.009768 0.0000045703 -0.0000001460 -0.0000074547 0.0000045812 0.0000077406 0.0003997201 0.0032716638 0.0000000221 0.0000001099 0.0032716385 -0.0000000914 0.0032651805
1580572340.49326 -0.006712 0.010280 -0.001722 -0.999908 0.000083 -0.009464 0.009760 0.0000045648 -0.0000001460 -0.0000074548 0.0000045757 0.0000077407 0.0003997201 0.0032702563 0.0000000221 0.0000001092 0.0032702310 -0.0000000902 0.0032639604
1580572340.60641 -0.006937 0.010740 -0.002198 -0.999908 0.000085 -0.009469 0.009742 0.0000045594 -0.0000001460 -0.0000074549 0.0000045704 0.0000077408 0.0003997201 0.0032688865 0.0000000221 0.0000001084 0.0032688612 -0.0000000889 0.0032627697
1580572340.71903 -0.006812 0.010934 -0.002193 -0.999908 0.000083 -0.009460 0.009739 0.0000045542 -0.0000001460 -0.0000074550 0.0000045652 0.0000077409 0.0003997201 0.0032675710 0.0000000221 0.0000001076 0.0032675457 -0.0000000878 0.0032616236
1580572340.83630 -0.008100 0.010958 -0.002262 -0.999907 0.000084 -0.009495 0.009740 0.0000045491 -0.0000001460 -0.0000074551 0.0000045601 0.0000077410 0.0003997201 0.0032662496 0.0000000221 0.0000001068 0.0032662243 -0.0000000866 0.0032604693
1580572340.94964 -0.007563 0.012179 -0.002596 -0.999906 0.000048 -0.009665 0.009756 0.0000045568 -0.0000001492 -0.0000076433 0.0000045596 0.0000077154 0.0003997144 0.0034026733 0.0000000368 0.0000001366 0.0034026367 -0.0000001140 0.0033954005
1580572341.06481 -0.004193 0.013476 -0.003201 -0.999903 0.000010 -0.009936 0.009709 0.0000045658 -0.0000001526 -0.0000078578 0.0000045588 0.0000076784 0.0003997081 0.0035575125 0.0000000225 0.0000001396 0.0035574468 -0.0000001397 0.0035484345
1580572341.18225 0.003764 0.014740 -0.003508 -0.999901 -0.000051 -0.010204 0.009701 0.0000045751 -0.0000001566 -0.0000080696 0.0000045592 0.0000076715 0.0003997006 0.0037333406 -0.0000000223 0.0000001088 0.0037332592 -0.0000001688 0.0037220940
1580572341.29487 0.016387 0.015927 -0.003572 -0.999899 -0.000169 -0.010379 0.009727 0.0000045817 -0.0000001597 -0.0000082094 0.0000045608 0.0000076908 0.0003996949 0.0039200679 -0.0000001045 0.0000000316 0.0039200737 -0.0000001997 0.0039063963
1580572341.40674 0.034099 0.017195 -0.003561 -0.999898 -0.000299 -0.010487 0.009706 0.0000045862 -0.0000001610 -0.0000082957 0.0000045610 0.0000076730 0.0003996929 0.0041241660 -0.0000002346 -0.0000001069 0.0041245128 -0.0000002344 0.0041077173
1580572341.52122 0.057770 0.018550 -0.003395 -0.999897 -0.000501 -0.010539 0.009703 0.0000045890 -0.0000001618 -0.0000083384 0.0000045618 0.0000076690 0.0003996923 0.0043533645 -0.0000004287 -0.0000003291 0.0043545618 -0.0000002738 0.0043336566
1580572341.64061 0.088230 0.020017 -0.003235 -0.999896 -0.000749 -0.010600 0.009709 0.0000045923 -0.0000001628 -0.0000083884 0.0000045631 0.0000076717 0.0003996913 0.0046155566 -0.0000007065 -0.0000006640 0.0046185102 -0.0000003193 0.0045919619
1580572341.75357 0.122534 0.021561 -0.003101 -0.999896 -0.001010 -0.010666 0.009686 0.0000045958 -0.0000001634 -0.0000084427 0.0000045636 0.0000076511 0.0003996911 0.0048866894 -0.0000010569 -0.0000010968 0.0048925094 -0.0000003677 0.0048589156
1580572341.86749 0.162549 0.023221 -0.002994 -0.999895 -0.001314 -0.010744 0.009647 0.0000046000 -0.0000001639 -0.0000085066 0.0000045637 0.0000076179 0.0003996910 0.0051840196 -0.0000015099 -0.0000016672 0.0051943731 -0.0000004214 0.0051514974
1580572341.98534 0.209680 0.024872 -0.002884 -0.999893 -0.001661 -0.010850 0.009630 0.0000046053 -0.0000001652 -0.0000085925 0.0000045646 0.0000076011 0.0003996895 0.0055182014 -0.0000020862 -0.0000024211 0.0055355407 -0.0000004801 0.0054801593
1580572342.09891 0.260650 0.026294 -0.002768 -0.999892 -0.002026 -0.010937 0.009645 0.0000046101 -0.0000001668 -0.0000086645 0.0000045666 0.0000076097 0.0003996878 0.0058671876 -0.0000027416 -0.0000033285 0.0058940874 -0.0000005376 0.0058231967
1580572342.21161 0.316606 0.027836 -0.002852 -0.999889 -0.002412 -0.011070 0.009652 0.0000046166 -0.0000001689 -0.0000087720 0.0000045685 0.0000076117 0.0003996848 0.0062408864 -0.0000035254 -0.0000044277 0.0062806736 -0.0000005989 0.0061903356
1580572342.32515 0.378286 0.029543 -0.002943 -0.999887 -0.002845 -0.011150 0.009625 0.0000046216 -0.0000001696 -0.0000088390 0.0000045695 0.0000075862 0.0003996847 0.0066463384 -0.0000044705 -0.0000057589 0.0067032315 -0.0000006649 0.0065884611
1580572342.44329 0.447623 0.030818 -0.002673 -0.999883 -0.003327 -0.011266 0.009761 0.0000046281 -0.0000001738 -0.0000089348 0.0000045757 0.0000076894 0.0003996787 0.0071005704 -0.0000055182 -0.0000074031 0.0071803401 -0.0000007268 0.0070342491
1580572342.55575 0.518029 0.031916 -0.002230 -0.999879 -0.003734 -0.011369 0.009954 0.0000046342 -0.0000001789 -0.0000090196 0.0000045838 0.0000078379 0.0003996713 0.0075649892 -0.0000066136 -0.0000092315 0.0076719273 -0.0000007832 0.0074897894
1580572342.67115 0.594340 0.033447 -0.001623 -0.999874 -0.004196 -0.011553 0.010018 0.0000046436 -0.0000001829 -0.0000091688 0.0000045881 0.0000078831 0.0003996652 0.0080755155 -0.0000079517 -0.0000113943 0.0082163696 -0.0000008478 0.0079902740
1580572342.78566 0.674010 0.035256 -0.001091 -0.999871 -0.004617 -0.011733 0.009989 0.0000046531 -0.0000001851 -0.0000093138 0.0000045898 0.0000078561 0.0003996622 0.0086176674 -0.0000095055 -0.0000138511 0.0087988929 -0.0000009166 0.0085214688
1580572342.90001 0.757663 0.036841 -0.000891 -0.999867 -0.004928 -0.011950 0.009967 0.0000046643 -0.0000001881 -0.0000094880 0.0000045918 0.0000078345 0.0003996577 0.0091958744 -0.0000111654 -0.0000166439 0.0094249622 -0.0000009781 0.0090877017
1580572343.01469 0.846273 0.038225 -0.000801 -0.999864 -0.005212 -0.012079 0.009957 0.0000046724 -0.0000001899 -0.0000095921 0.0000045944 0.0000078236 0.0003996562 0.0098142852 -0.0000129398 -0.0000198296 0.0101001835 -0.0000010303 0.0096929875
1580572343.13356 0.942997 0.039708 -0.000925 -0.999861 -0.005487 -0.012191 0.009922 0.0000046802 -0.0000001909 -0.0000096828 0.0000045966 0.0000077926 0.0003996564 0.0104976912 -0.0000149780 -0.0000235711 0.0108527725 -0.0000010774 0.0103615198
1580572343.24798 1.040834 0.041227 -0.000950 -0.999863 -0.005642 -0.012115 0.009788 0.0000046808 -0.0000001871 -0.0000096232 0.0000045959 0.0000076857 0.0003996671 0.0111980757 -0.0000171648 -0.0000276329 0.0116307481 -0.0000011147 0.0110462600
1580572343.36160 1.142159 0.042462 -0.000934 -0.999864 -0.005787 -0.012072 0.009639 0.0000046829 -0.0000001836 -0.0000095896 0.0000045950 0.0000075664 0.0003996770 0.0119364818 -0.0000193997 -0.0000321367 0.0124575935 -0.0000011310 0.0117677590
1580572343.47785 1.249701 0.043557 -0.000853 -0.999864 -0.005747 -0.012215 0.009457 0.0000046924 -0.0000001822 -0.0000097013 0.0000045936 0.0000074225 0.0003996811 0.0127380419 -0.0000217740 -0.0000372530 0.0133620113 -0.0000011246 0.0125504900
1580572343.59086 1.357681 0.044217 -0.000757 -0.999864 -0.005585 -0.012453 0.009245 0.0000047058 -0.0000001815 -0.0000098880 0.0000045915 0.0000072555 0.0003996822 0.0135635925 -0.0000240136 -0.0000427438 0.0143001616 -0.0000010836 0.0133561501
1580572343.70477 1.469897 0.044447 -0.000581 -0.999865 -0.005357 -0.012655 0.009011 0.0000047181 -0.0000001797 -0.0000100451 0.0000045893 0.0000070719 0.0003996854 0.0144436937 -0.0000261336 -0.0000488282 0.0153071814 -0.0000009999 0.0142144988
1580572343.82502 1.591772 0.044391 -0.000215 -0.999867 -0.004992 -0.012831 0.008755 0.0000047299 -0.0000001770 -0.0000101804 0.0000045872 0.0000068724 0.0003996904 0.0154269995 -0.0000282650 -0.0000558820 0.0164397521 -0.0000008636 0.0151728290
1580572343.93846 1.709543 0.043892 -0.000063 -0.999870 -0.004555 -0.012895 0.008564 0.0000047372 -0.0000001740 -0.0000102269 0.0000045870 0.0000067252 0.0003996980 0.0164076147 -0.0000300147 -0.0000631504 0.0175759129 -0.0000006769 0.0161278658
1580572344.05899 1.837077 0.042990 -0.000414 -0.999873 -0.003970 -0.012972 0.008359 0.0000047457 -0.0000001709 -0.0000102839 0.0000045873 0.0000065691 0.0003997058 0.0175078826 -0.0000315907 -0.0000715406 0.0188571470 -0.0000004126 0.0171986556
1580572344.17125 1.958494 0.041507 -0.000920 -0.999877 -0.003308 -0.012983 0.008202 0.0000047512 -0.0000001679 -0.0000102873 0.0000045888 0.0000064513 0.0003997150 0.0185887918 -0.0000325169 -0.0000800245 0.0201224541 -0.0000000863 0.0182498059
1580572344.28365 2.082221 0.039500 -0.000985 -0.999880 -0.002597 -0.012981 0.008080 0.0000047566 -0.0000001655 -0.0000102813 0.0000045915 0.0000063623 0.0003997238 0.0197272921 -0.0000328998 -0.0000891910 0.0214610090 0.0000003213 0.0193560516
1580572344.39717 2.209037 0.037300 -0.001004 -0.999882 -0.001880 -0.013017 0.007949 0.0000047638 -0.0000001634 -0.0000103050 0.0000045944 0.0000062659 0.0003997317 0.0209360004 -0.0000329591 -0.0000991466 0.0228874764 0.0000008069 0.0205295173
1580572344.51008 2.335290 0.034769 -0.000879 -0.999885 -0.001212 -0.012876 0.007892 0.0000047640 -0.0000001606 -0.0000101891 0.0000045995 0.0000062287 0.0003997452 0.0221990897 -0.0000324785 -0.0001097008 0.0243801441 0.0000013743 0.0217546457
1580572344.62969 2.464225 0.031966 -0.000888 -0.999893 -0.000435 -0.012348 0.007830 0.0000047497 -0.0000001529 -0.0000097674 0.0000046051 0.0000061878 0.0003997747 0.0236054848 -0.0000315094 -0.0001213791 0.0260341576 0.0000020547 0.0231173223
1580572344.74094 2.576860 0.029045 -0.001236 -0.999897 0.000150 -0.011935 0.007946 0.0000047404 -0.0000001500 -0.0000094373 0.0000046149 0.0000062849 0.0003997945 0.0249787609 -0.0000299388 -0.0001325490 0.0276346365 0.0000027684 0.0244463945
1580572344.85226 2.680987 0.025332 -0.001350 -0.999896 0.000753 -0.011803 0.008272 0.0000047422 -0.0000001545 -0.0000093288 0.0000046305 0.0000065486 0.0003997981 0.0264179924 -0.0000271664 -0.0001439228 0.0292929520 0.0000035835 0.0258376136
1580572344.96921 2.781505 0.021791 -0.000909 -0.999888 0.001487 -0.012216 0.008471 0.0000047654 -0.0000001639 -0.0000096504 0.0000046438 0.0000067130 0.0003997849 0.0280023525 -0.0000242453 -0.0001560686 0.0310970185 0.0000044854 0.0273670932
1580572345.08212 2.874845 0.019291 -0.000326 -0.999882 0.002022 -0.012678 0.008413 0.0000047912 -0.0000001690 -0.0000100119 0.0000046502 0.0000066729 0.0003997761 0.0296045048 -0.0000221846 -0.0001682206 0.0329104048 0.0000053707 0.0289117903
1580572345.19568 2.968548 0.016391 0.000058 -0.999879 0.002673 -0.012892 0.008341 0.0000048078 -0.0000001705 -0.0000101768 0.0000046567 0.0000066227 0.0003997775 0.0312902060 -0.0000194635 -0.0001810591 0.0348151706 0.0000063511 0.0305351055
