# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1580572322.63280 -0.082586 -0.960034 -1.298529 -0.756954 0.652817 0.020682 0.020548 0.0000026453 -0.0000000557 -0.0000014391 0.0000028537 -0.0000004697 0.0000259846 0.0011288824 -0.0003695417 -0.0004406584 0.0021840777 0.0019748910 0.0125466089
1580572322.74692 -0.099956 -1.077707 -1.394997 -0.756863 0.652875 0.022176 0.020534 0.0000028487 -0.0000000575 -0.0000015324 0.0000030775 -0.0000005320 0.0000274734 0.0013594953 -0.0004125487 -0.0004798661 0.0025181948 0.0021688005 0.0137805069
1580572322.86613 -0.120898 -1.211763 -1.497165 -0.756439 0.653287 0.024141 0.020834 0.0000030669 -0.0000000598 -0.0000016071 0.0000033222 -0.0000006003 0.0000290981 0.0016401334 -0.0004605476 -0.0005222574 0.0029134751 0.0023826624 0.0151378515
1580572322.98096 -0.148883 -1.350862 -1.597433 -0.755614 0.654185 0.025079 0.021465 0.0000032890 -0.0000000639 -0.0000017076 0.0000035660 -0.0000006201 0.0000307261 0.0019536832 -0.0005097596 -0.0005641458 0.0033440016 0.0025998634 0.0165121199
1580572323.09545 -0.182716 -1.499804 -1.700524 -0.754468 0.655459 0.025905 0.021935 0.0000035203 -0.0000000676 -0.0000018215 0.0000038193 -0.0000006407 0.0000324109 0.0023137196 -0.0005617738 -0.0006068571 0.0038275000 0.0028278221 0.0179487393
1580572323.21121 -0.222358 -1.661527 -1.808418 -0.752812 0.657296 0.027102 0.022376 0.0000037608 -0.0000000702 -0.0000019257 0.0000040861 -0.0000006733 0.0000341791 0.0027314867 -0.0006173657 -0.0006508489 0.0043774741 0.0030703262 0.0194693186
1580572323.32106 -0.279749 -1.824976 -1.916650 -0.750724 0.659608 0.028324 0.022974 0.0000037235 -0.0000001890 -0.0000013555 0.0000043050 -0.0000004233 0.0000343727 0.0025213252 -0.0003662540 -0.0007395286 0.0048336642 0.0033393064 0.0209967558
1580572323.43708 -0.346023 -2.002935 -2.028248 -0.748100 0.662475 0.029710 0.024294 0.0000037967 -0.0000002643 -0.0000011025 0.0000045543 -0.0000002893 0.0000356612 0.0027269815 -0.0002828707 -0.0007606219 0.0054438849 0.0035895189 0.0226080955
1580572323.55773 -0.419205 -2.211232 -2.150965 -0.744805 0.666054 0.031277 0.025697 0.0000040449 -0.0000002741 -0.0000011075 0.0000048643 -0.0000002578 0.0000375938 0.0031921881 -0.0002798322 -0.0008111444 0.0062319670 0.0038871466 0.0244212186
1580572323.67298 -0.497328 -2.420448 -2.270750 -0.741511 0.669639 0.032340 0.026441 0.0000042910 -0.0000002814 -0.0000011543 0.0000051698 -0.0000002425 0.0000394871 0.0036968848 -0.0002730282 -0.0008595837 0.0070725332 0.0041850632 0.0262161424
1580572323.78538 -0.581830 -2.636984 -2.393036 -0.738395 0.672990 0.033492 0.027111 0.0000045385 -0.0000002882 -0.0000011954 0.0000054774 -0.0000002361 0.0000413916 0.0042548460 -0.0002624409 -0.0009064750 0.0079882767 0.0044907305 0.0280368647
1580572323.90080 -0.676959 -2.872830 -2.522163 -0.735140 0.676460 0.034457 0.027985 0.0000048005 -0.0000002953 -0.0000012389 0.0000058029 -0.0000002077 0.0000434071 0.0049033314 -0.0002469931 -0.0009538771 0.0090379820 0.0048211868 0.0299797655
1580572324.01284 -0.778181 -3.115596 -2.649723 -0.731962 0.679799 0.035289 0.029334 0.0000050609 -0.0000003031 -0.0000012580 0.0000061283 -0.0000001442 0.0000454230 0.0056143363 -0.0002270718 -0.0009986507 0.0101741368 0.0051591816 0.0319379192
1580572324.12808 -0.889045 -3.379894 -2.784173 -0.728727 0.683134 0.036723 0.030610 0.0000053349 -0.0000003096 -0.0000012455 0.0000064731 -0.0000001140 0.0000475572 0.0064382622 -0.0002009054 -0.0010432112 0.0114748058 0.0055257079 0.0340272405
1580572324.24030 -1.005837 -3.649785 -2.918687 -0.725679 0.686280 0.037127 0.032108 0.0000056120 -0.0000003179 -0.0000012754 0.0000068181 -0.0000000115 0.0000496907 0.0073400011 -0.0001693047 -0.0010843949 0.0128826488 0.0059019580 0.0361361347
1580572324.35935 -1.134835 -3.950583 -3.065952 -0.722468 0.689559 0.038558 0.032582 0.0000059142 -0.0000003223 -0.0000013084 0.0000071948 -0.0000000291 0.0000520159 0.0084147951 -0.0001283664 -0.0011257262 0.0145425588 0.0063234423 0.0384546399
1580572324.47096 -1.264479 -4.247867 -3.208692 -0.719594 0.692417 0.039614 0.034265 0.0000062021 -0.0000003296 -0.0000012743 0.0000075572 0.0000000520 0.0000542576 0.0095441346 -0.0000826066 -0.0011611060 0.0162694670 0.0067414370 0.0407057963
1580572324.58144 -1.422515 -4.551206 -3.350163 -0.717194 0.694745 0.040364 0.036510 0.0000053073 -0.0000010644 0.0000012524 0.0000074912 0.0000016697 0.0000515157 0.0080766703 0.0017076913 -0.0009524203 0.0171005443 0.0070313314 0.0430175400
1580572324.69459 -1.577365 -4.867681 -3.494105 -0.715076 0.696761 0.041034 0.038816 0.0000054576 -0.0000011490 0.0000016121 0.0000078364 0.0000019724 0.0000532638 0.0088551690 0.0021203122 -0.0008695495 0.0190085227 0.0074344690 0.0453762016
1580572324.80783 -1.724542 -5.203674 -3.663374 -0.713478 0.698245 0.041996 0.040480 0.0000055874 -0.0000012647 0.0000020115 0.0000081678 0.0000022742 0.0000549908 0.0096317954 0.0026775557 -0.0006208629 0.0210525131 0.0077612755 0.0476627426
1580572324.92262 -1.878833 -5.564741 -3.824786 -0.712037 0.699645 0.041961 0.041710 0.0000058527 -0.0000013118 0.0000020821 0.0000085657 0.0000024699 0.0000572406 0.0108238661 0.0030963688 -0.0005808153 0.0234941220 0.0082658621 0.0502927793
1580572325.03657 -2.032837 -5.935167 -3.987012 -0.711479 0.700205 0.041409 0.042382 0.0000061214 -0.0000013686 0.0000020769 0.0000089634 0.0000026628 0.0000595249 0.0121393993 0.0035586467 -0.0005310760 0.0261643812 0.0087957872 0.0529784881
1580572325.15857 -2.196346 -6.347294 -4.164939 -0.711639 0.700034 0.040905 0.043013 0.0000064227 -0.0000014379 0.0000020639 0.0000093921 0.0000028617 0.0000620305 0.0137057573 0.0041096671 -0.0004669440 0.0293155586 0.0093975182 0.0559476720
1580572325.28151 -2.360088 -6.780913 -4.349450 -0.711976 0.699598 0.041038 0.044373 0.0000067445 -0.0000015055 0.0000021577 0.0000098341 0.0000030794 0.0000646074 0.0154660018 0.0047279451 -0.0003898576 0.0328230058 0.0100434175 0.0590397788
1580572325.40057 -2.519369 -7.218642 -4.532433 -0.712237 0.699079 0.042695 0.046728 0.0000070814 -0.0000015620 0.0000024681 0.0000102686 0.0000032663 0.0000671468 0.0173613405 0.0053916081 -0.0003019171 0.0365655909 0.0107100498 0.0621312473
1580572325.51899 -2.678505 -7.667766 -4.716563 -0.712446 0.698609 0.044386 0.048945 0.0000074262 -0.0000016190 0.0000027858 0.0000107097 0.0000034435 0.0000697281 0.0194490167 0.0061221390 -0.0002005061 0.0406569579 0.0114147582 0.0653027630
1580572325.63677 -2.839267 -8.125111 -4.901674 -0.712555 0.698170 0.045964 0.052070 0.0000077866 -0.0000016669 0.0000031934 0.0000111693 0.0000037163 0.0000723294 0.0217412829 0.0069243760 -0.0000844732 0.0451214638 0.0121584479 0.0685534468
1580572325.75370 -2.998590 -8.582765 -5.086963 -0.712881 0.697503 0.047938 0.054703 0.0000081582 -0.0000017200 0.0000036096 0.0000116247 0.0000039187 0.0000749711 0.0242441624 0.0078053370 0.0000456474 0.0499742744 0.0129371543 0.0718767455
1580572325.87142 -3.163642 -9.040304 -5.276598 -0.713317 0.696884 0.047375 0.057333 0.0000085174 -0.0000017764 0.0000038007 0.0000121211 0.0000043513 0.0000776797 0.0270056462 0.0087848941 0.0001936323 0.0553183430 0.0137604874 0.0753202528
1580572325.99478 -3.333730 -9.514373 -5.476123 -0.714069 0.695922 0.047596 0.059435 0.0000089078 -0.0000018454 0.0000040198 0.0000126336 0.0000046845 0.0000805901 0.0301809911 0.0099241765 0.0003655896 0.0614472505 0.0146638205 0.0790340061
1580572326.10993 -3.489044 -9.951036 -5.663345 -0.715235 0.694473 0.048547 0.061554 0.0000092974 -0.0000019129 0.0000043196 0.0000131088 0.0000049511 0.0000833573 0.0334257288 0.0111015131 0.0005420191 0.0676938653 0.0155444521 0.0825992328
1580572326.22756 -3.648618 -10.394283 -5.855914 -0.716528 0.692932 0.048586 0.063817 0.0000096965 -0.0000019835 0.0000045490 0.0000136174 0.0000053335 0.0000862317 0.0370445650 0.0124234078 0.0007407548 0.0746410357 0.0164856165 0.0863410342
1580572326.34646 -3.804020 -10.846913 -6.053249 -0.717812 0.691500 0.049605 0.064130 0.0000100950 -0.0000020802 0.0000046780 0.0000140992 0.0000054182 0.0000892490 0.0410456036 0.0138904338 0.0009592998 0.0822791540 0.0174851499 0.0902278523
1580572326.46428 -3.959247 -11.302561 -6.250055 -0.718780 0.690130 0.051696 0.066358 0.0000105387 -0.0000021466 0.0000051571 0.0000146014 0.0000056081 0.0000922385 0.0453807531 0.0154794515 0.0011977699 0.0905126003 0.0185304648 0.0941856010
1580572326.58604 -4.122380 -11.775388 -6.452712 -0.719218 0.689181 0.054452 0.069206 0.0000110233 -0.0000021999 0.0000058173 0.0000151375 0.0000058122 0.0000953606 0.0502754976 0.0172770414 0.0014688246 0.0997727248 0.0196664268 0.0983876001
1580572326.70518 -4.287610 -12.228116 -6.650470 -0.719506 0.688516 0.055639 0.071839 0.0000114826 -0.0000022527 0.0000062899 0.0000156965 0.0000061652 0.0000984697 0.0554926092 0.0192061210 0.0017599620 0.1096293774 0.0208234365 0.1026090015
1580572326.82300 -4.455715 -12.659157 -6.843604 -0.719607 0.688063 0.055999 0.074833 0.0000119386 -0.0000022948 0.0000067245 0.0000162850 0.0000066683 0.0001015795 0.0610960928 0.0212985497 0.0020734232 0.1202112498 0.0220039695 0.1068908358
1580572326.94811 -4.635217 -13.092869 -7.045009 -0.719980 0.687706 0.054909 0.075330 0.0000123552 -0.0000023920 0.0000066614 0.0000168981 0.0000070450 0.0001050417 0.0675632360 0.0237442426 0.0024320143 0.1324177142 0.0232865552 0.1115535362
1580572327.06920 -4.801395 -13.492970 -7.236460 -0.720397 0.687373 0.055597 0.073862 0.0000127629 -0.0000025221 0.0000065664 0.0000174312 0.0000069470 0.0001085282 0.0743738434 0.0263493447 0.0027994949 0.1452363811 0.0245541450 0.1161801762
1580572327.18774 -4.966302 -13.868161 -7.421270 -0.721215 0.686556 0.056433 0.072837 0.0000131880 -0.0000026496 0.0000065384 0.0000179601 0.0000068749 0.0001119856 0.0816105886 0.0291363993 0.0031860678 0.1588230836 0.0258249299 0.1208215767
1580572327.31254 -5.149158 -14.246834 -7.611539 -0.721622 0.686018 0.056459 0.073845 0.0000136623 -0.0000027426 0.0000066870 0.0000185902 0.0000072004 0.0001156062 0.0898891071 0.0323382790 0.0036289814 0.1743269248 0.0271980192 0.1258301418
1580572327.43246 -5.327830 -14.594866 -7.790219 -0.722000 0.685497 0.056429 0.075004 0.0000141292 -0.0000028298 0.0000068531 0.0000192118 0.0000075564 0.0001191356 0.0985311085 0.0356958219 0.0040860467 0.1904522855 0.0285460145 0.1307610922
1580572327.55070 -5.501597 -14.923077 -7.964098 -0.722536 0.684795 0.057340 0.075570 0.0000146079 -0.0000029292 0.0000070742 0.0000198003 0.0000076994 0.0001226966 0.1077609059 0.0392966846 0.0045628966 0.2075952487 0.0298971735 0.1357375000
1580572327.66913 -5.677218 -15.236368 -8.135824 -0.723054 0.684118 0.058360 0.075952 0.0000150940 -0.0000030335 0.0000072911 0.0000203933 0.0000077991 0.0001263271 0.1177620606 0.0432095629 0.0050708554 0.2260877223 0.0312707370 0.1408370930
1580572327.79456 -5.867993 -15.555585 -8.314495 -0.723545 0.683590 0.058247 0.076115 0.0000155868 -0.0000031515 0.0000072972 0.0000210532 0.0000080373 0.0001302443 0.1292486412 0.0477054146 0.0056475785 0.2472187841 0.0327546694 0.1463675943
1580572327.91149 -6.047496 -15.852384 -8.480586 -0.724055 0.683069 0.057932 0.076195 0.0000160495 -0.0000032665 0.0000072521 0.0000216801 0.0000082812 0.0001339571 0.1408499296 0.0522305481 0.0062220915 0.2684230915 0.0341835055 0.1516468552
1580572328.02837 -6.227325 -16.155591 -8.647860 -0.724545 0.682503 0.058158 0.076435 0.0000165346 -0.0000033785 0.0000073226 0.0000223077 0.0000084740 0.0001377178 0.1533688093 0.0570856943 0.0068338949 0.2911485260 0.0356716578 0.1570463308
1580572328.15175 -6.418077 -16.489157 -8.827154 -0.725047 0.681903 0.058504 0.076762 0.0000170591 -0.0000034966 0.0000074294 0.0000229797 0.0000086758 0.0001417447 0.1676498372 0.0625812999 0.0075248167 0.3168885216 0.0373265156 0.1628821270
1580572328.26877 -6.599919 -16.823736 -9.000790 -0.725518 0.681324 0.058850 0.077189 0.0000175680 -0.0000036077 0.0000075565 0.0000236289 0.0000088875 0.0001456162 0.1822721595 0.0681568969 0.0082269960 0.3430578760 0.0389951027 0.1685502422
1580572328.38685 -6.784104 -17.182698 -9.180390 -0.725943 0.680758 0.059351 0.077802 0.0000180962 -0.0000037161 0.0000077501 0.0000242953 0.0000091132 0.0001495706 0.1981533121 0.0741544738 0.0089851994 0.3712903675 0.0407932649 0.1744037599
1580572328.50549 -6.969393 -17.567268 -9.365833 -0.726371 0.680160 0.059950 0.078572 0.0000186415 -0.0000038228 0.0000079966 0.0000249757 0.0000093563 0.0001535928 0.2153142694 0.0805710502 0.0098001435 0.4016012475 0.0427315312 0.1804231613
1580572328.62742 -7.159791 -17.990128 -9.562215 -0.726861 0.679502 0.060578 0.079256 0.0000192100 -0.0000039373 0.0000082382 0.0000256806 0.0000095859 0.0001577908 0.2342816257 0.0875892028 0.0106969419 0.4348929252 0.0448805427 0.1867571270
1580572328.74995 -7.351087 -18.445733 -9.765922 -0.727362 0.678817 0.061261 0.079990 0.0000197936 -0.0000040529 0.0000085078 0.0000263986 0.0000098198 0.0001620669 0.2547772100 0.0950906391 0.0116631719 0.4706499659 0.0472223170 0.1932762244
1580572328.87182 -7.541291 -18.931579 -9.975494 -0.727897 0.678089 0.061952 0.080766 0.0000203860 -0.0000041691 0.0000087946 0.0000271225 0.0000100622 0.0001663777 0.2766720064 0.1030160805 0.0126936556 0.5086301011 0.0497562117 0.1999180027
1580572328.99158 -7.727852 -19.442507 -10.188614 -0.728405 0.677387 0.062644 0.081540 0.0000209779 -0.0000042839 0.0000090904 0.0000278440 0.0000103042 0.0001706703 0.2997302132 0.1112711373 0.0137778604 0.5484139208 0.0524682620 0.2066005158
1580572329.11528 -7.919939 -20.006550 -10.416427 -0.728991 0.676579 0.063423 0.082400 0.0000216042 -0.0000044036 0.0000094299 0.0000285973 0.0000105576 0.0001751613 0.3252444232 0.1203046990 0.0149768408 0.5922089263 0.0555260259 0.2136701581
1580572329.23650 -8.107455 -20.595803 -10.647292 -0.729596 0.675735 0.064308 0.083281 0.0000222336 -0.0000045218 0.0000098073 0.0000293418 0.0000107932 0.0001796189 0.3520094390 0.1296772159 0.0162343653 0.6379252417 0.0587997022 0.2207666103
1580572329.35482 -8.289738 -21.206248 -10.880192 -0.730256 0.674833 0.065169 0.084136 0.0000228597 -0.0000046403 0.0000101833 0.0000300755 0.0000110245 0.0001840263 0.3799065817 0.1393431188 0.0175452024 0.6853571699 0.0622834983 0.2278586278
1580572329.47460 -8.473640 -21.860181 -11.123855 -0.730996 0.673838 0.066045 0.085001 0.0000235059 -0.0000047633 0.0000105740 0.0000308248 0.0000112592 0.0001885447 0.4100232748 0.1496700246 0.0189613248 0.7363403552 0.0661259908 0.2352089232
1580572329.59012 -8.650179 -22.525688 -11.366419 -0.731703 0.672880 0.066902 0.085831 0.0000241390 -0.0000048833 0.0000109635 0.0000315558 0.0000114846 0.0001929557 0.4409453355 0.1601656186 0.0204162863 0.7884696942 0.0701582647 0.2424645573
1580572329.70718 -8.828441 -23.235456 -11.619991 -0.732478 0.671855 0.067702 0.086618 0.0000247883 -0.0000050096 0.0000113375 0.0000323036 0.0000117161 0.0001974829 0.4742558114 0.1713597093 0.0219856411 0.8444036917 0.0745987547 0.2499894536
1580572329.83176 -9.017444 -24.030384 -11.898450 -0.733323 0.670722 0.068571 0.087559 0.0000254951 -0.0000051428 0.0000117757 0.0000331109 0.0000119872 0.0002023537 0.5120041665 0.1839159422 0.0237667647 0.9075373082 0.0797481511 0.2581946388
1580572329.94508 -9.188560 -24.789195 -12.159404 -0.734122 0.669650 0.069347 0.088460 0.0000261501 -0.0000052648 0.0000121915 0.0000338545 0.0000122517 0.0002068341 0.5485007304 0.1959356854 0.0254911287 0.9683441044 0.0848406008 0.2658396555
1580572330.05974 -9.360945 -25.591398 -12.430780 -0.734961 0.668509 0.070195 0.089449 0.0000268292 -0.0000053875 0.0000126592 0.0000346143 0.0000125287 0.0002114124 0.5876241136 0.2087009053 0.0273419944 1.0332948291 0.0904162371 0.2737557799
1580572330.17473 -9.533098 -26.427729 -12.709674 -0.735741 0.667384 0.071273 0.090577 0.0000275328 -0.0000055052 0.0000132390 0.0000353840 0.0000127960 0.0002160437 0.6291931133 0.2221482517 0.0293087150 1.1020661910 0.0964473460 0.2818820175
1580572330.28979 -9.705310 -27.292169 -12.994248 -0.736533 0.666242 0.072357 0.091681 0.0000282479 -0.0000056251 0.0000138294 0.0000361608 0.0000130590 0.0002207288 0.6732344201 0.2362877498 0.0313919252 1.1746880900 0.1029264878 0.2902022168
1580572330.40422 -9.876910 -28.177821 -13.282402 -0.737275 0.665181 0.073254 0.092701 0.0000289581 -0.0000057470 0.0000143612 0.0000369474 0.0000133472 0.0002254452 0.7195886454 0.2510647266 0.0335839855 1.2508823762 0.1098297078 0.2986704601
1580572330.52393 -10.056658 -29.130948 -13.589170 -0.738021 0.664094 0.074280 0.093735 0.0000297136 -0.0000058760 0.0000149492 0.0000377760 0.0000136223 0.0002304339 0.7709269550 0.2673178680 0.0360099643 1.3350039044 0.1175634425 0.3077392857
1580572330.64426 -10.238022 -30.114817 -13.902496 -0.738734 0.663027 0.075333 0.094825 0.0000304872 -0.0000060038 0.0000155776 0.0000386209 0.0000139135 0.0002354988 0.8256140641 0.2845173486 0.0385924351 1.4243355176 0.1258858604 0.3170775555
1580572330.75866 -10.411134 -31.073600 -14.204754 -0.739323 0.662104 0.076381 0.095848 0.0000312323 -0.0000061242 0.0000162039 0.0000394345 0.0000141800 0.0002403644 0.8806037220 0.3017049497 0.0411872891 1.5138973778 0.1343328426 0.3261669204
1580572330.87984 -10.595935 -32.109869 -14.528421 -0.739816 0.661162 0.077907 0.097306 0.0000320686 -0.0000062338 0.0000171262 0.0000403098 0.0000144763 0.0002455324 0.9421955602 0.3208541126 0.0440906226 1.6139345791 0.1438505334 0.3360219862
1580572330.99637 -10.775620 -33.121992 -14.842098 -0.740218 0.660357 0.079227 0.098632 0.0000328731 -0.0000063406 0.0000179697 0.0000411668 0.0000147825 0.0002505582 1.0048191865 0.3402386319 0.0470378759 1.7153828962 0.1535513119 0.3457198987
1580572331.10999 -10.952306 -34.124961 -15.150371 -0.740603 0.659776 0.079788 0.099179 0.0000335894 -0.0000064762 0.0000183525 0.0000420115 0.0000150426 0.0002555863 1.0692331802 0.3600899137 0.0500641764 1.8194708612 0.1635622288 0.3553908145
1580572331.22260 -11.127385 -35.147813 -15.461340 -0.741071 0.659298 0.079524 0.099076 0.0000342310 -0.0000066418 0.0000182674 0.0000428608 0.0000153165 0.0002606945 1.1364621226 0.3806691029 0.0532245050 1.9278113188 0.1741542677 0.3652048720
1580572331.34344 -11.313595 -36.290315 -15.804806 -0.741466 0.658689 0.080100 0.099706 0.0000350118 -0.0000067863 0.0000186959 0.0000437813 0.0000156209 0.0002661506 1.2125003189 0.4037326126 0.0568071152 2.0499707808 0.1864135810 0.3760150480
1580572331.45545 -11.007538 26.028081 -11.166488 0.700233 -0.713123 0.027726 0.018985 0.0000040674 -0.0000000849 0.0000021687 0.0000037806 0.0000003217 0.0000132387 0.2804465504 0.0435617840 0.0030169276 0.3921616599 0.0607028634 0.3652841604
1580572331.57201 -11.210551 26.856977 -11.260493 0.700237 -0.713092 0.028103 0.019469 0.0000037006 -0.0000001282 -0.0000010227 0.0000038646 0.0000000336 0.0000137089 0.3189119344 0.0504844751 -0.0006300353 0.4194442286 0.0036781399 0.3815380764
1580572331.68822 -11.416154 27.706011 -11.358846 0.700203 -0.713091 0.028463 0.020146 0.0000037580 -0.0000001290 -0.0000010366 0.0000039224 0.0000000308 0.0000137865 0.3356540701 0.0527226921 -0.0004995348 0.4396112972 0.0023797368 0.3916683945
1580572331.80401 -12.453095 22.918021 -10.216671 0.699195 -0.714499 0.022590 0.010312 0.0000023770 -0.0000000645 -0.0000009611 0.0000024233 0.0000000136 0.0000117858 0.2767038817 0.0418651821 -0.0013006700 0.3645039066 0.0172763904 0.3878612321
1580572331.92009 -12.691154 23.623163 -10.289951 0.699169 -0.714511 0.022873 0.010647 0.0000023665 -0.0000000682 -0.0000007575 0.0000024521 0.0000000681 0.0000118626 0.2867331961 0.0439692514 -0.0004236294 0.3824911338 0.0199437429 0.3969379245
1580572332.03636 -12.929597 24.333763 -10.366172 0.699170 -0.714499 0.023071 0.010962 0.0000023948 -0.0000000685 -0.0000007633 0.0000024804 0.0000000676 0.0000119026 0.3007149273 0.0457943447 -0.0002764339 0.3995398328 0.0195561616 0.4071957763
1580572332.15800 -13.429482 21.581066 -9.649895 0.699069 -0.714774 0.019333 0.005161 0.0000018556 -0.0000000477 -0.0000007405 0.0000018998 0.0000000648 0.0000112028 0.2718965477 0.0404785054 -0.0009687410 0.3619336633 0.0251308753 0.4056659163
1580572332.27241 -13.261034 19.598429 -8.984931 0.699262 -0.714708 0.014908 0.001544 0.0000015879 -0.0000000379 -0.0000007258 0.0000016124 0.0000000663 0.0000108872 0.2554034339 0.0373471646 -0.0014077918 0.3400919193 0.0278964600 0.4047558626
